Search,Title,Location,Salary,Description,Skills,URL
Data,Senior Data Scientist,"Boston, MA","['150', '175']","Based in downtown Boston we are a rapidly growing, well-financed, AI powered and dynamic start-up(been around for a few years) looking to build our engineering team.If you are a Data Scientist with 5+ years of experience, please read on!Top Reasons to Work with Us1. Get in early with a growth mode start-up in the AI space2. Our product helps and saves millions of company's hours per year in finding key contract data for audits and other diligence3. Competitive Base + Bonus + The chance to work closely with the CTO to shape the technical direction of our company moving forwardWhat You Will Be DoingDevelop NLP systems that help our customers understand their contractsWork with a wide range of structured and unstructured data sets and sourcesDesign and build customized, large scale cloud-based machine learning systemsWhat You Need for this PositionStrong software development skills and backgroundBackground and experience in NLPStrong programming background in Python or similar scripting / programming languageObject-oriented programmingIn-depth knowledge of testing frameworksSo, if you are a Senior Data Scientist with 5+ years of experience, please send over an updated resume to me at ben.stehle@cybercoders.com to learn more!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Machine Learning Algorithms
                                    
                                
                            
                            
                                
                                    
                                    Python
                                    
                                
                            
                            
                                
                                    
                                    NLP Frameworks
                                    
                                
                            
                            
                                
                                    
                                    TensorFlow/Caffe/Theano/Torch/Scikit-learn",https://www.cybercoders.com/senior-data-scientist-job-414537
Data,Data Center Solutions Architect,"Reston, VA",[],"Leading Networking, Cloud, Virtualization & Storage Solutions Provider is expanding and looking for a senior level Data Center / Converged Infrastructure Architect with strong experience designing Storage, Virtualization, Compute and overall Data Center solutions for enterprise clients. This firm has won numerous growth awards in other regions over the last few years and they are ready for further growth. They have an amazing company culture that fosters growth and employee satisfaction. You'll have the ability to make an impact, work with an extremely collaborative team, and truly be a part of an entrepreneurial environment.***You can be located anywhere in the greater NoVA / MD region and work remotely from home when not in front of clients.What You Need for this Position- Senior-level experience in Storage Pre Sales Engineering.- 5 years consulting experience designing / architecting EMC, HP, NetApp, Hitachi, IBM, OR Pure Storage solutions- Cisco UCS experience preferred along with strong Cloud, SDN, and / or SD-WAN expertise- Strong Virtualization expertise in VMware and / or Citrix solutions is preferred- Experience working as a consultant for a VAR and/or for a Storage OEM is a significant plus.Top Reasons to Work with Us***Excellent training opportunities***Very competitive base salaries along with bonuses and profit sharing***Permanent role from day 1 with full benefits, vacation time, paid training and matching 401K.What's In It for You- Ability to work with a talented team of Storage, Virtualization and Cisco Solutions Engineers- Travel required will be primarily in the regional area and this will NOT be a national role that will require extensive overnight travel- ***Work remotely from home when not in front of clients- Very competitive base salary, full benefits, bonuses and vacation time all offeredWhat You Will Be Doing- Act as a subject matter expert in the design of industry best Storage, Virtualization, Compute and overall Infrastructure Solutions for enterprise and commercial clients- Assist other Solutions Architects and Pre Sales Engineers in providing architectures and solutions from inception to delivery (this is NOT a delivery or Post Sales role).- Designing  complex system configuration and standards for x86 platforms at an expert level in diverse, demanding customer environments.- Through cross training, increase your knowledge and experience in other relevant Data Center Solutions and Engineering.- Provide leadership and research capabilities supporting technical recommendations within guidelines.- Develop strong customer relationships and trust to secure future business.- Contribute and develop Best Practices, strategies, policies, methodologies and documentation sets.- Assist and contribute in the development Statements of Work, proposals, Level of Effort, work breakdown schedules and engagement pricing.Storage Solutions Architects are encouraged to apply ASAP or you can also send your resume directly to me at: Chuck.Cooke@CyberCoders.com
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Storage
                                    
                                
                            
                            
                                
                                    
                                    EMC Storage
                                    
                                
                            
                            
                                
                                    
                                    NetApp
                                    
                                
                            
                            
                                
                                    
                                    Pre Sales Engineering
                                    
                                
                            
                            
                                
                                    
                                    VMWare
                                    
                                
                            
                            
                                
                                    
                                    Cisco UCS
                                    
                                
                            
                            
                                
                                    
                                    Pure
                                    
                                
                            
                            
                                
                                    
                                    Cloud",https://www.cybercoders.com/data-center-solutions-architect-job-414706
Data,Data Scientist (Quantitative Finance),"New York City, NY","['120', '160']","If you are a Data Scientist with experience in Quantitative Finance, please read on!Top Reasons to Work with Us- Emerging high - tech company coming out of Silicon Valley focused on AI, Fin - Tech, state - of - the - art algorithms and cutting - edge machine learning models, with a track record of billion dollar exits. - Having created an AI algorithm that pulls data both structured and structured that extracts economic, financial, and political indicators providing influential decision makers a competitive advantage by connecting them to a dynamic network of information. - With a range of clients at top research institutions in the US, UK and Europe we are currently looking to launch into the financial vertical developing a product that will help manage risk and capture excess returns. - Our next generation technology simulates the way the human brain reasons when concepts are connected and allows users to be able to browse this network visually in order to have route access to interconnections they never knew existedWhat You Will Be Doing- Creating, develop, and launch a next - generation financial services platform with cutting - edge machine learning- Working with heterogeneous streams of amorphous data in real - timeWhat You Need for this PositionSalary Range: $120k to $160kMust Haves: - PhD or Masters Degree in a Quantitative Field- 3 + years' experience in Data Science/Quantitative Finance- Python,  or programming language- NLP- AINice to Haves:- Financial Engineering w/ Portfolio Management, Index Investing, Risk ManagementWhat's In It for YouCompetitive Salary + Stock OptionsCompany covered Health Care401kUnlimited VacationSo, if you are a Data Scientist with experience in Quantitative Finance, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Python
                                    
                                
                            
                            
                                
                                    
                                    Machine Learning
                                    
                                
                            
                            
                                
                                    
                                    neural networks
                                    
                                
                            
                            
                                
                                    
                                    Risk Analysis
                                    
                                
                            
                            
                                
                                    
                                    Econometrics
                                    
                                
                            
                            
                                
                                    
                                    Portfolio Management
                                    
                                
                            
                            
                                
                                    
                                    Equities
                                    
                                
                            
                            
                                
                                    
                                    ETFs
                                    
                                
                            
                            
                                
                                    
                                    NLP",https://www.cybercoders.com/data-scientist-quantitative-finance-job-415132
Data,Sr. Data Engineer,"Chicago, IL",[],"If you are a Sr. Data Engineer with experience, please read on!Located in Lake Bluff, we are a leader in the medical device space and have been in business for over 100 years.  Our teams are made of some of the brightest minds in the industry and are helping people enjoy healthier and more active lives.  If this sounds interesting to you, then please apply today!Top Reasons to Work with Us- Competitive salary and benefits- Diverse and creative work environment- Work on exciting and innovative products- much, much more!What You Will Be DoingA Senior Data Engineer experienced in data warehousing and modeling with 10 - 13 years of total working experience.- Design and development of high-performance data architectures which support data warehousing, real-time ETL, and batch big-data - processing- Executing various software development lifecycle (SDLC) activities – user stories, use cases, software requirements, design, development and design verification (incl. unit, functional and system testing).- Interact with Project Managers, Product Owners, Architects and R&D Leadership on project scope, timeline, risks and budget.- Participate in development efforts using Agile development frameworks such as Scrum or Kanban.What You Need for this PositionAt Least 5 Years of experience and knowledge of:- Healthcare/ Defense/Telecommunications Industry- Data Modeling and Data Warehousing- ETL- SQL Or NoSQL- Spark/ Scala/ Hadoop/ StormNice to Have:- The candidate must have working knowledge in either SQL (PostgreSQL, Redshift, Oracle, SQL Server, other) or NoSQL (Dynamo, Redis, Mongo DB, other).- Any experience in the following: Apache Spark, Apache Storm, Hadoop, Python, NoSQL, HDFS Data Stores, ETL (Informatica Cloud), BI (Microsoft PowerBI, Tableau, Domo, and Qlik), and Machine Learning- Prior experience developing or working with Cloud-based technologies such as AWS is highly desiredWhat's In It for You- Competitive Salary- Comprehensive Benefits- Great Company perks and more!So, if you are a Sr. Data Engineer with experience, please apply today! Interviews happening now!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Healthcare/ Defense/Telecommunications Industry
                                    
                                
                            
                            
                                
                                    
                                    Data Modeling
                                    
                                
                            
                            
                                
                                    
                                    Data Warehousing
                                    
                                
                            
                            
                                
                                    
                                    ETL
                                    
                                
                            
                            
                                
                                    
                                    SPARK
                                    
                                
                            
                            
                                
                                    
                                    SQL or NoSQL
                                    
                                
                            
                            
                                
                                    
                                    Spark/ Scala/ Hadoop/ Storm",https://www.cybercoders.com/sr-data-engineer-job-415544
Data,Data Scientist (Quantitative Analyst),"New York City, NY","['120', '160']","If you are a Data Scientist with experience in Quantitative Finance, please read on!Top Reasons to Work with Us- Emerging high - tech company coming out of Silicon Valley focused on AI, Fin - Tech, state - of - the - art algorithms and cutting - edge machine learning models, with a track record of billion dollar exits. - Having created an AI algorithm that pulls data both structured and structured that extracts economic, financial, and political indicators providing influential decision makers a competitive advantage by connecting them to a dynamic network of information. - With a range of clients at top research institutions in the US, UK and Europe we are currently looking to launch into the financial vertical developing a product that will help manage risk and capture excess returns. - Our next generation technology simulates the way the human brain reasons when concepts are connected and allows users to be able to browse this network visually in order to have route access to interconnections they never knew existedWhat You Will Be Doing- Creating, develop, and launch a next - generation financial services platform with cutting - edge machine learning- Working with heterogeneous streams of amorphous data in real - time- Create trading algorithms with team of Quants to profit and create finance vertical products for clients, HedgeFunds,  money managersWhat You Need for this PositionSalary Range: $120k to $160kMust Haves: - PhD or Masters Degree in a Quantitative Field- 3 + years' experience in Data Science/Quantitative Finance Buy Side/HedgeFund- Trading Algorithms Capturing Alpha's in the Market- Python,  or programming language- NLP- AINice to Haves:- Financial Engineering w/ Portfolio Management, Index Investing, Risk Management- Machine Learning- Smart Beta Trading Ideas- Pairs Trading Algorithms- WebscraipingWhat's In It for YouCompetitive Salary + Stock OptionsFull Covered Healthcare 99% Medical, 100% Dental/Vision10% Discretionary Bonus2 - 3k Equity PackagePTOSo, if you are a Data Scientist with experience in Quantitative Finance, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Python
                                    
                                
                            
                            
                                
                                    
                                    Machine Learning
                                    
                                
                            
                            
                                
                                    
                                    neural networks
                                    
                                
                            
                            
                                
                                    
                                    Risk Analysis
                                    
                                
                            
                            
                                
                                    
                                    Econometrics
                                    
                                
                            
                            
                                
                                    
                                    Portfolio Management
                                    
                                
                            
                            
                                
                                    
                                    Equities
                                    
                                
                            
                            
                                
                                    
                                    ETFs
                                    
                                
                            
                            
                                
                                    
                                    NLP",https://www.cybercoders.com/data-scientist-quantitative-analyst-job-417419
Data,Senior Data Engineer,"Venice, CA","['140', '175']","Are you a Senior Data Engineer that wants to lead the development of the platform which powers the operation of the business?  If so, read on...We are a nimble, passionate team who believes you should start and end your day feeling your very best. Our company is backed by tier 1 VCs, angels and strategic investors. We offer a competitive salary, generous health benefits (from day one) and give your our products to experience firsthand. Every day is casual Friday with us!We are looking for a Senior Data Engineer  to lead the development of our data platform which powers the operation of the business. The Senior Data Engineer will be joining a small and growing digital team and leading them towards improving our data management, architecture, and the flow of information over our ETL pipelines.What You Will Be Doing- Partner with Digital Product Management, Customer Experience, Supply Chain, Fulfillment and Marketing teams to build the foundation of our data practices.- Be responsible for the technical leadership and design of our data warehouses and pipeline architecture- Understand direct-to-consumer business and create solutions to our complex data challenges- Show initiative solving important business problems.What You Need for this PositionThe Senior Data Engineer must have at least 3-4 years of hands on experience in big data environments as well as be comfortable with: - Bachelor's Degree in Computer Science, Data Science, or related field- Programming experience with Python or R- Strong with ETL pipeline architecture and configuring databases- Hands on with relational and non-relational database models (MySQL, PostgreSQL, Oracle, NoSQL, MongoDB, etc.)- Strong knowledge of Spark and Hadoop technology (Hive, HBase, HDFS, etc.)- Solid grasp of cloud technologies (AWS, Google Cloud, etc.)What's In It for You- Competitive compensation package- Vacation/PTO plan- Medical/Dental/Vision insurance plan- Amazing in office benefits!So if you are a Senior Data Engineer that wants to lead the architecture of data the platform which powers the operation our massive ecommerce business...APPLY TODAY!  Interviews are occurring this week!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Python
                                    
                                
                            
                            
                                
                                    
                                    AWS
                                    
                                
                            
                            
                                
                                    
                                    Redshift
                                    
                                
                            
                            
                                
                                    
                                    ETL
                                    
                                
                            
                            
                                
                                    
                                    Hadoop
                                    
                                
                            
                            
                                
                                    
                                    SPARK
                                    
                                
                            
                            
                                
                                    
                                    Hive
                                    
                                
                            
                            
                                
                                    
                                    Kafka",https://www.cybercoders.com/senior-data-engineer-job-417574
Data,Data Scientist (Quantitative Finance),"New York City, NY","['120', '160']","If you are a Data Scientist with experience in Quantitative Finance, please read on!Top Reasons to Work with Us- Emerging high - tech company coming out of Silicon Valley focused on AI, Fin - Tech, state - of - the - art algorithms and cutting - edge machine learning models, with a track record of billion dollar exits. - Having created an AI algorithm that pulls data both structured and structured that extracts economic, financial, and political indicators providing influential decision makers a competitive advantage by connecting them to a dynamic network of information. - With a range of clients at top research institutions in the US, UK and Europe we are currently looking to launch into the financial vertical developing a product that will help manage risk and capture excess returns. - Our next generation technology simulates the way the human brain reasons when concepts are connected and allows users to be able to browse this network visually in order to have route access to interconnections they never knew existedWhat You Will Be Doing- Creating, develop, and launch a next - generation financial services platform with cutting - edge machine learning- Working with heterogeneous streams of amorphous data in real - timeWhat You Need for this PositionSalary Range: $120k to $160kMust Haves: - PhD or Masters Degree in a Quantitative Field- 3 + years' experience in Data Science/Quantitative Finance- Python,  or programming language- NLP- AINice to Haves:- Financial Engineering w/ Portfolio Management, Index Investing, Risk ManagementWhat's In It for YouCompetitive Salary + Stock OptionsCompany covered Health Care401kUnlimited VacationSo, if you are a Data Scientist with experience in Quantitative Finance, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Python
                                    
                                
                            
                            
                                
                                    
                                    Machine Learning
                                    
                                
                            
                            
                                
                                    
                                    neural networks
                                    
                                
                            
                            
                                
                                    
                                    Risk Analysis
                                    
                                
                            
                            
                                
                                    
                                    Econometrics
                                    
                                
                            
                            
                                
                                    
                                    Portfolio Management
                                    
                                
                            
                            
                                
                                    
                                    Equities
                                    
                                
                            
                            
                                
                                    
                                    ETFs
                                    
                                
                            
                            
                                
                                    
                                    NLP",https://www.cybercoders.com/data-scientist-quantitative-finance-job-417661
Data,Data Visualization Specialist,"New York City, NY",[],"If you are a visual storyteller with data analysis experience, you'll want to read this...We are a growing team that has been in business over 10 years, and among other accolades, received significant VC funding. Our mission is to develop a highly scalable and reliable cloud-computing architecture that powers and permits businesses to grow rapidly!We are looking to bring on a Data Visualization Specialist to join our exciting and innovative team in Midtown, Manhattan.What You Need for this Position4+ years of this:- Data Analysis- Dashboard Design- Visual Storytelling- Data Visualization- Customer Engagement Collateral- SQL- Predictive Analysis- Data Consolidation- Tableau/Qlik/Spotfire/PowerBIWhat's In It for You- Competitive compensation- Growth opportunities- Generous benefits package with the works (possibility for equity ownership)- Great office environment with excellent team members- Work for a stable, rapidly growing companySo, if you are a visual storyteller with relevant experience, don't hesitate to apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Data Analysis
                                    
                                
                            
                            
                                
                                    
                                    Dashboard Design
                                    
                                
                            
                            
                                
                                    
                                    Visual Storytelling
                                    
                                
                            
                            
                                
                                    
                                    Data Visualization
                                    
                                
                            
                            
                                
                                    
                                    Customer Engagement Collateral
                                    
                                
                            
                            
                                
                                    
                                    SQL
                                    
                                
                            
                            
                                
                                    
                                    Predictive Analysis
                                    
                                
                            
                            
                                
                                    
                                    Data Consolidation
                                    
                                
                            
                            
                                
                                    
                                    Tableau/Qlik/Spotfire/PowerBI",https://www.cybercoders.com/data-visualization-specialist-job-418614
Data,Senior Data Scientist,"San Francisco, CA","['120', '200']","Location: San FranciscoSkills: 3+ years commercial experience of machine learning, PhD, can write production quality code and mentor othersSalary: Up to 200k plus amazing benefits and perksWork for a company where Data Science is the core product!  Our product takes predictive analytics to the next level and helps companies make the right decision.  We are a highly successful late stage startup which is already profitable and with an impressive client list including NASA, Ebay, Intel, Samsung, GE and many more....We are currently seeking a Senior Data Scientist to join our busy San Francisco office.Top Reasons to Work with Us- Work for an already profitable startup which is a leader in its field- Stellar salary/benefits (90% of medical paid!) including many perks like gym membership, happy hours, team outings and events, social groups, unlimited PTO,  life insurance and more!- We are growing!  So there's lots of room for career development.- Work for a company where data science IS the product!What You Will Be DoingYou will with with a cross functional team of designers, developers, product managers and other data scientists.  You will work to identify opportunities for innovative analytics functionality.  You will act as a technical mentor and will be a subject matter expert for data science and machine learning.   You will contribute to building high quality software and will work on projects through the full lifecycle.What You Need for this Position- 3+ years COMMERCIAL experience of Data Science/Machine Learning - Able to write Production Quality Code- PhD in technical field- Willingness to mentor othersWhat's In It for YouStellar salary/benefits (90% of medical paid!) including many perks like gym membership, happy hours, team outings and events, social groups, unlimited PTO,  life insurance and more!So, if you are a Senior Data Scientist with a PhD and 3+ years ML experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Machine Learning (INDUSTRY only not school)
                                    
                                
                            
                            
                                
                                    
                                    Production Quality Code
                                    
                                
                            
                            
                                
                                    
                                    Data Science
                                    
                                
                            
                            
                                
                                    
                                    Mentoring others
                                    
                                
                            
                            
                                
                                    
                                    NLP (NOT essential nice to have)
                                    
                                
                            
                            
                                
                                    
                                    AI (NOT essential nice to have)",https://www.cybercoders.com/senior-data-scientist-job-418774
Data,Product Manager (Data),"San Mateo, CA",[],"If you are a Product Manager with strong Data/ETL background, please read on!We are an extremely well funded (VC backed) leader in the predictive analytics industry with several openings right now.  Right now, we need someone to play an instrumental role in building category-defining products and shaping the future of B2B marketing and sales.Our growing list of customers includes powerhouses like Adobe, Dell and Thomson Reuters as well as fast growing companies like Hootsuite and MuleSoft.Job Title: Product ManagerLocation: East San Mateo, close to Foster CityPay: Competitive base + bonus + stock optionsWhat You Will Be Doing- Lead the ideation, development, launch & adoption of our new product.- Build and manage product roadmap and get executive buy-in- Engage directly and regularly with customers to: Develop solid understanding of their needs, Validate requirements and Test early products- Partner with engineering team to curate backlog, plan and priorities sprint stories and deliver the roadmap.- Partner with UX team to drive customer research, build the right experiences and test it.- Instrument data-driven experimentation and measurement framework to track and report product success or lack of thereof.- Work closely with Marketing, Sales and Customer Success teams to support creation of customer driven messaging, sales enablement tools and thought leadership materials to execute the go-to market strategyWhat You Need for this Position- A computer science degree or equivalent- 2+ years of hands-on software engineering - 2+ years product management - Strong data and analysis skills, and solid understanding of ETL technologies.- Experience delivering new products with mass-market adoption would be a bonusWhat's In It for You- STRONG base pay + bonus up to 20% + stock options + FULL benefits- We have $75M in funding and 100+ customersSo, if this is you - APPLY NOW, interviews are being scheduled today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Product Management
                                    
                                
                            
                            
                                
                                    
                                    ETL
                                    
                                
                            
                            
                                
                                    
                                    Data Products
                                    
                                
                            
                            
                                
                                    
                                    B2B Marketing and Sales
                                    
                                
                            
                            
                                
                                    
                                    Machine Learning",https://www.cybercoders.com/product-manager-data-job-418828
Data,Data Center Solutions Architect,"Virginia Beach, VA",[],"Leading Networking, Cloud, Virtualization & Storage Solutions Provider is expanding and looking for a senior level Data Center / Converged Infrastructure Architect with strong experience designing Storage, Virtualization, Compute and overall Data Center solutions for enterprise clients. This firm has won numerous growth awards in other regions over the last few years and they are ready for further growth. They have an amazing company culture that fosters growth and employee satisfaction. You'll have the ability to make an impact, work with an extremely collaborative team, and truly be a part of an entrepreneurial environment.***You can be located anywhere in the Southern VA region and work remotely from home when not in front of clients.What You Need for this Position- Senior-level experience in Storage Pre Sales Engineering.- 5 years consulting experience designing / architecting EMC, HP, NetApp, Hitachi, IBM, OR Pure Storage solutions- Cisco UCS experience preferred along- Strong Virtualization expertise in VMware and / or Citrix solutions is preferred- Experience working as a consultant for a VAR and/or for a Storage OEM is a significant plus.Top Reasons to Work with Us***Excellent training opportunities***Very competitive base salaries along with bonuses and profit sharing***Permanent role from day 1 with full benefits, vacation time, paid training and matching 401K.What's In It for You- Ability to work with a talented team of Storage, Virtualization and Cisco Solutions Engineers- Travel required will be primarily in the regional area and this will NOT be a national role that will require extensive overnight travel- ***Work remotely from home when not in front of clients- Very competitive base salary, full benefits, bonuses and vacation time all offeredWhat You Will Be Doing- Act as a subject matter expert in the design of industry best Storage, Virtualization, Compute and overall Infrastructure Solutions for enterprise and commercial clients- Assist other Solutions Architects and Pre Sales Engineers in providing architectures and solutions from inception to delivery (this is NOT a delivery or Post Sales role).- Designing  complex system configuration and standards for x86 platforms at an expert level in diverse, demanding customer environments.- Through cross training, increase your knowledge and experience in other relevant Data Center Solutions and Engineering.- Provide leadership and research capabilities supporting technical recommendations within guidelines.- Develop strong customer relationships and trust to secure future business.- Contribute and develop Best Practices, strategies, policies, methodologies and documentation sets.- Assist and contribute in the development Statements of Work, proposals, Level of Effort, work breakdown schedules and engagement pricing.Storage Solutions Architects are encouraged to apply ASAP or you can also send your resume directly to me at: Chuck.Cooke@CyberCoders.com
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Storage
                                    
                                
                            
                            
                                
                                    
                                    EMC Storage
                                    
                                
                            
                            
                                
                                    
                                    NetApp
                                    
                                
                            
                            
                                
                                    
                                    Pre Sales Engineering
                                    
                                
                            
                            
                                
                                    
                                    VMWare
                                    
                                
                            
                            
                                
                                    
                                    Cisco UCS
                                    
                                
                            
                            
                                
                                    
                                    Pure",https://www.cybercoders.com/data-center-solutions-architect-job-418850
Data,Data Scientist - Insurance,"New York City, NY","['120', '175']","If you are a Data Scientist with experience, please read on!Top Reasons to Work with UsAs the nation's leading mutual life insurance company and part of the Fortune 100, we are one of the most financially strong and highly capitalized insurers in the business. You will be a critical component to a storied and highly successful company that can rightly stake a claim as having influence of an entire industry.What You Will Be DoingThe Center for Data Science and Analytics is the innovative corporate analytics group that is rapidly growing and aims to design, create and offer innovative data-driven solutions for many parts of the enterprise. We explore external data sources and new statistical, machine learning and AI techniques and deliver a whole new generation of analytical solutions. Responsibilities:-  Utilizes advanced statistical techniques to create high-performing predictive models and creative analyses to address business objectives and client needs. - Tests new statistical analysis methods, software and data sources for continual improvement of quantitative solutions.- Demonstrates to stakeholders how analytics can be implemented to maximize business benefits. - Provides technical support, which includes strategic consulting, needs assessments, project scoping and the preparation/presentation of analytical proposals. - Creates project milestone plans to ensure projects are completed on time and within budget.- Actively contributes to analytics strategy by contributing ideas, preparing presentation material for internal stakeholders, and product design/business case materials for leadership. - Travels to events and vendor meetings as needed (< 10%). - Follows industry trends in insurance and related data/analytics processes and businesses.- Functions as the analytics expert in meetings with other internal areas and external vendors. Actively participates in proof of concept tests of new data, software and technologies.What You Need for this PositionMUST HAVE: - M.S. or Ph.D in Data Science, Statistics, or related field- At least 5+ years of experience with statistical modeling using large and complex datasets in a business setting- Regularization Techniques: Ridge, Elastic Nets, and Lasso- Feature creation and validation- Programming experience: Python, R, H2O, Hadoop, SAS, Spark- Git/GitLab- Statistical Modeling techs: linear and logistic regression, GLM, Tree models (Random Forest and GBM), cluster analysis- Data Visualization: R Shiny, Tableau, SpotfireNICE TO HAVE:- Insurance industry experience- Text AnalyticsWhat's In It for You- Competitive Salary DOE- Top-of-the-line Benefits and Insurance Package- Generous PTO- 401(k) with company matchSo, if you are a Data Scientist with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Insurance Industry
                                    
                                
                            
                            
                                
                                    
                                    Data Science
                                    
                                
                            
                            
                                
                                    
                                    Text Analytics
                                    
                                
                            
                            
                                
                                    
                                    Statistical Modeling in Business settings
                                    
                                
                            
                            
                                
                                    
                                    Ridge/Lasso/Elastic Nets
                                    
                                
                            
                            
                                
                                    
                                    SAS/R/H2O/Python/Spark/SQL/Hadoop
                                    
                                
                            
                            
                                
                                    
                                    Git/Gitlab
                                    
                                
                            
                            
                                
                                    
                                    Data visualization: Shiny/Spotfire/Tableau
                                    
                                
                            
                            
                                
                                    
                                    Tree models: Random Forest/GBM
                                    
                                
                            
                            
                                
                                    
                                    linear/logistic regression",https://www.cybercoders.com/data-scientist-insurance-job-420211
