Search,Title,Cities,States,Latitude,Longitude,Description,Skills,Min_Salary,Max_Salary,Mean_Salary,URL
Data Engineer,"Senior DevOps Engineer (Cloud, Automation, Big Data Clusters)",Mountain View,CA,37.3860517,-122.08385109999999,"Title: Sr. DevOps EngineerSalary: $120K - $165K + bonus + benefitsLocation: Mountain View, CASpecialties: Cloud, Automation, Chef, Big Data Clusters, CI / CD, ScriptingTop Reasons to Work with UsBased in downtown Mountain View area, we are a large and exciting international software company providing cutting edge enterprise software.  Our R&D Lab consist of the brightest and most talented engineers that are focused on accelerating growth for enterprises by fueling innovation and bringing products to market.Currently we are looking for a Senior DevOps Engineer / Site Reliability Engineer to be a part of creating our company's next generation Data Ai Platform.  The ideal candidate will have experience with Cloud Platforms, Automation, CI / CD, and managing Big Data ClustersIf this sounds like a match for you, apply today or send your resume directly to lowell.santos@cybercoders.com! We are actively interviewing this week and next week.What You Will Be Doing• Architect, document and continue to develop our CI system (Jenkins)• Maintain and evolve our automation scripts with Chef• Manage robust monitoring and alerting infrastructure• Manage our big data clusters• Support several Linux servers running our SaaS platform stack in multiple 24x7 data centers.What You Need for this Position1.) Experience with Cloud Infrastructure Platforms, such as AWS, Digital Ocean and Google Cloud2.) Experience with large clusters of servers (high volume of data and high volume of users)3.) Experience with Chef to automate IT infrastructure / operating system configuration management tools4.) Experience automating systems administration tasks – BASH/Shell scripting required.5.) Experience with monitoring tools (e.g., Zabbix , Nagios, Prometheus, Collectd)6.) Bachelor's Degree in CS or EngineeringWhat's In It for You• Competitive salary ($120K - 165K, DOE)• Bonus• Excellent benefits package• A great and fun working environment, and other cool perks!So, if you are a Sr. DevOps Engineer with experience, please apply today!                                    ","['DevOps Engineering', 'AWS', 'Large Clusters of Servers', 'Automation', 'Chef', 'Automating systems administration tasks', 'Site Reliability', 'Continuous Integration', 'Continuous deployment', 'Scripting']",120000,160000,140000.0,https://www.cybercoders.com/senior-devops-engineer-cloud-automation-big-data-clusters-job-421902
Data Engineer,Sr. Software Test Engineer - Data Monitoring Platform Provider,San Mateo,CA,37.562991700000005,-122.32552539999999,"If you are a Senior Software Test Engineer with experience, please read on!Located in San Mateo, CA, we are leading provider of monitoring solutions for customers to provide them with meaningful insights and analytics on their large volumes of data. We are growing rapidly and we are looking for a Senior Software Test Engineer to join our team.Top Reasons to Work with Us-Rapidly growing startup-Free catered lunches-Travel/Communication Reimbursements-Team building/gatheringsWhat You Will Be DoingAs a member of the System Test team, you will help us achieve this goal by designing & developing test-frameworks/methodologies to ensure high quality, while also developing and implementing tools that help with rapid code development/deployment.-Design and develop end-to-end system test framework for testing a platform built on a micro-services based architecture.-Understand the inner workings of a complex platform and help with testing strategies for the various micro-services.-Be a quality champion and create innovative ways to measure and improve quality.-Automate testcases, scenarios for existing and new product features.-Build tools to help debug product issues quickly.-Build tools to benchmark the performance of key platform components.What You Need for this Position-Coding experience in one or more of Python, Java and/or Go.-B.S. in Computer Science or equivalent with at least 5+ years of Software Engineer, SDET or Operations experience.-Hands-on experience in developing test frameworks from scratch (home grown) as well as using OSS frameworks like pytest, robot framework etc.-Working knowledge of CI/CD tools like Jenkins, Travis CI.-Familiarity with build systems like Maven and deployment processes/tools for a SaaS product is desired, but not required.-Working knowledge of containers, cloud platforms like AWS, GCE or Azure and orchestration tools like Kubernetes, Mesos is desired, but not required.What's In It for You-Competitive Base Salary up to $180k base DOE-Comprehensive Benefits Package (Medical, Dental, Vision)-Equity-3 Weeks PTO-401k-Transporation/Phone Reimbursements...And more!So, if you are a Senior Software Test Engineer with experience, please apply today!                                    ","['Java', 'Python', 'Go', 'Test Frameworks (home grown)', 'OSS frameworks']",130000,175000,152500.0,https://www.cybercoders.com/sr-software-test-engineer-data-monitoring-platform-provider-job-423852
Data Engineer,"Senior Java Developer (Spring, Hibernate) - Data Privacy",San Francisco,CA,37.7749295,-122.4194155,"If you are a Senior Java Engineer with experience, please read on!Located in downtown SF, we are a leading global provider of  privacy compliance and risk management solutions. As a Senior Java Engineer, you will be responsible for designing and implementing performant and scalable products that help our customers discover their privacy data and assess the relevant risks.What You Will Be DoingYour architectural knowledge and experience will us improve the reliability and efficiency of our core technologies and to design and build next generation platforms and web applications. You will use your deep technical experience to work with and mentor other engineers. Your technical judgement and experience will help you to solve complex issues with elegant designs allowing us to deliver product on time to meet market demand while maintaining a high standard of quality.What You Need for this PositionSkills/Experience We're Looking For:-Bachelor’s degree or equivalent in Computer Science, Electrical Engineering, Systems Engineering, or a related field;-Minimum 6 years of Java Engineering experience-Designing and implementing RESTful Enterprise platforms using JVM software (Java, Scala);-Design and implementation of code with Java Middleware (e.g. Hibernate, Spring);-Designing and implementing relational schema in a Postgres, MySQL, Oracle, SQLAnywhere, or equivalent database or any combination thereof;-Use of software engineering best practices          -Design documentation and review          -Code reviews          -Debugging application/system errors on development, QA and production systems;          -Designing testing infrastructures and implementing unit tests using the Junit (or equivalent) framework;-Technical leadership of an engineering team to build, deploy, and support a reliable, performant and scalable RESTful platform;-Mentoring junior engineers on design patterns as well as  design and implementation best practices (including Agile methodologies).Plus:-Development work on Privacy management systems-Development work on large web-based multi-tenant enterprise platforms-Experience with AWS infrastructure, e.g. S3, EC2, database services (RDS)-Open source contributionWhat's In It for You-Competitive base salary up to $160k DOE-Comprehensive benefits package (Medical, Dental, Vision)-401(k) Match-UNLIMITED PTO-BonusSo, if you are a Senior Java Engineer with experience, please apply today!                                    ","['Java', 'Spring Boot', 'AWS', 'Cloud', 'Hibernate', 'Unit Testing']",140000,160000,150000.0,https://www.cybercoders.com/senior-java-developer-spring-hibernate-data-privacy-job-425136
Data Engineer,Network/Cloud Engineer - voice & data solutions provider!,Dallas,TX,32.7766642,-96.7969879,"If you are a Hybrid Network/ Cloud Engineer with experience, please read on!Top Reasons to Work with UsBe a part of a growing, customer obsessed team.Daily work that directly impacts customer success.Lead a group of passionate, branding-minded professionals seeking to make a difference.What You Will Be Doing5+ years of enterprise scale Network operations experience2+ years of hands-on operational experience with Amazon Web Services (AWS). AWS Certification a strong plus.Proficient with deployment and management of AWS services - including but not limited to: VPC, Route 53, ELB, EBS, EC2, S3AWS Direct Connect experience strongly preferredExperience in multi-region, multi-tenant environments a plusDemonstrated proficiency in network administration in large datacenter environment – DNS/DHCP, Load Balancing (F5 Networks, AWS ELB), Firewalls (Cisco Systems, Juniper Networks), IDS/IPS, IPsec VPN)In-depth knowledge of and experience implementing dynamic IP routing protocols (BGP, OSPF, EIGRP, MPLS)Excellent network latency analysis, performance monitoring, and troubleshooting skillsGood automation scripting ability (Bash/Shell, Python)What You Need for this PositionMore Than 5 Years of experience and knowledge of:- Networking- Cloud Computing- Routers- Switches- Network SecurityWhat's In It for You- Vacation/PTO- Medical- Dental- Vision- Chance to work with an Industry Leader-Relaxed work environmentSo, if you are a Hybrid Network/ Cloud Engineer with experience, please apply today!                                    ","['Networking', 'Cloud Computing', 'Routers', 'Switches', 'Network Security']",120000,140000,130000.0,https://www.cybercoders.com/network-cloud-engineer-voice-data-solutions-provider-job-426012
Data Engineer,Solution Architect,Fairfield,CT,41.1408363,-73.2612615,"Solution Architect - Presales Engineer, Infrastructure, Datacenter, System Architecture, StorageThe ideal location for candidate will be in Fairfield County with a territory covering NY, Northern NJ and CT.If you are a Solution Architect / Presales Engineer with experience in Infrastructure Solutions and Cloud management, please read on!Work with a great team that understands the business and customer needs.    What you need for this position:•  B.S. or M.S. degree in computer science, engineering or related discipline, or    equivalent combination of education and experience•  8+ years consulting experience in technology integration or related  •  IT Infrastructure background to include storage, virtualization, and datacenter•  Experience in architecting and design of complex enterprise solutions•  Experience in formulating customer proposals•  Excellent communication, organization, presentation, and project management Technical Skills to include: Consulting, Integration, Cisco, EMC, Sun, Storage, Unix, Networking, Switching, Datacenter management, Programming, SQL Server, Oracle DBS -- Understanding  you will have most not necessarily allWhat You Will Be Doing- Technical resource for customers- PreSales support for sales representatives- Architect solutions for customersWhat's In It for You- Competitive Compensation with Excellent Bonus structure-  Work for a successful growing company-  Opportunity for advancementSo, if you are a Solution Architect / Presales Engineer with experience in Infrastructure Solutions and Cloud management, please apply today!","['Presales Engineer', 'Infrastructure', 'Data Management', 'Storage', 'Hybrid Cloud Management']",120000,200000,160000.0,https://www.cybercoders.com/solution-architect-job-180304
Data Engineer,Python Developer,Bethesda,MD,38.984652000000004,-77.09470920000001,"If you are a Python Developer with experience, please read on!Top Reasons to Work with Us-Competitive Salary-Room for Growth-Benefits-Fun and Collaborative work environmentWhat You Will Be DoingThe RoleWe’ve got lots of moving parts. Some developed in house, some we purchased, and in the cloud. All of these pieces have to work together. We need someone who can constantly tune and improve the core of our system.One day, you may be monitoring data flows between an external application and an internal database. The next, you will be improving the way our backend communicates with itself. If this gets you jazzed, keep reading.As a key member of the technology team you will be responsible for architecting, designing and developing major components of a next generation stream and batch processing lending platform.What You Need for this PositionMust Haves· Strong experience with object-oriented design, coding and testing patterns· Experience in architecting, building and maintaining (commercial or open source) software platforms and large-scale data infrastructures· Experience building big data solution· 2+ years software development experience in Python· Experience with other technology such as Amazon AWS is a plus· A strong team player, ability to quickly triage and troubleshoot complex problemsWhat you gotta do:· Develop and write design documents.· Coordinate with various software developers and perform various tests on software requirements.· Administer technical performance and monitor processes.· Monitor all account related issues and provide expert advice on various methods and processes for existing systems.· Perform research on various products, gather knowledge on user requirement and develop plans to improve products.· Coordinate with software developers and develop effective implementation methods for various projects.Would be good to haves:· Basic Database Administration· RESTFUL API knowledge· Software testing methodologyEducation·Bachelor's Degree required·Master Degree preferredSo, if you are a Python Developer with experience, please apply today!                                    ","['Python', 'AWS', 'Big Data Solution', 'RESTful APIs']",100000,130000,115000.0,https://www.cybercoders.com/python-developer-job-420912
Data Engineer,Sr. Software Developer - C++/Python (Cloud/Big Data Environment),Los Angeles,CA,34.0522342,-118.24368490000002,"Located in beautiful Los Angeles, CA, we're bringing robots to life and putting them to work! Our products are exceptionally complex and are coming soon to a neighborhood near you. We're passionate about building robots, AI, Machine Learning, and all new tech. Join us!!-- No New Grads Please - 3 years of work experience minimum (Even PhD's)Top Reasons to Work with Us- Competitive Salary - Huge Room for Growth!!- Robotics/AI/Get in on the ground floor of an EXTREMELY well funded Startup!What You Will Be Doing- Develop robust and scalable software for the core Miso AI platform- Optimize algorithms to improve system performance and reduce resource requirements- Work on intelligent robotic systems that interact with their environments and co-humans- Engage with other highly competent and motivated engineers and scientists- Collaborate in teams to develop high-quality work- Develop automated tests to validate your codeWhat You Need for this Position-- No New Grads Please - 3 years of work experience minimum (Even PhD's) - B.S./M.S./Ph.D. in relevant field and 3+ Years of Work Experience (outside of academia/research work) - Expert-level knowledge of Python and C++11 (C++14 preferred) including concurrency- Strong knowledge of Linux- Relevant industry experience- Rigorous approach to problem solving- Good habits around testing, documentation, and writing robust and maintainable code- Appetite for learning about artificial intelligence and roboticsWhat's In It for You- Competitive salary- Equity compensation- Gym membership- Health insurance- Opportunity to guide the future direction of the companyInterviews are ongoing so, please FULLY COMPLETE THE APPLICATION QUESTIONS INCLUDING THE SELF ASSESSMENT ASAP! Complete applications will receive priority!                                    ","['Software Development in C++', 'Python', 'Linux', 'Cloud environments', 'Big Data Environments']",Unknown,Unknown,Unknown,https://www.cybercoders.com/sr-software-developer-c-plus-plus-python-cloud-big-data-environment-job-414198
Data Engineer,Software Engineer (Infrastructure/Tools/DevOp) - Data Monitoring,San Mateo,CA,37.562991700000005,-122.32552539999999,"If you are a Software Engineer - Infrastructure & Tools with experience, please read on!Located in San Mateo, CA, we are leading provider of monitoring solutions for customers to provide them with meaningful insights and analytics on their large volumes of data. We are looking for a Software Engineer to join our rapidly growing team. The ideal candidate will design and develop software towards an infrastructure tool-chain that supports various cloud providers. Things like containerization, orchestration, Infrastructure as a Code, Serverless computing should get the right candidate excited.Top Reasons to Work with Us-Rapidly growing startup-Free catered lunches-Travel/Communication Reimbursements-Team building/gatheringsWhat You Will Be DoingThe Infrastructure Engineering team's mission is to build solutions that intelligently deploy, scale and operate various facets of this cutting-edge platform at massive scale. The ideal candidate will design and develop software towards an infrastructure tool-chain that supports various cloud providers. Things like containerization, orchestration, Infrastructure as a Code, Serverless computing should get the right candidate excited.-Build software to seamlessly orchestrate the SignalFx platform across AWS, GCP and Azure.-Maintain Infrastructure-as-a-Code and add to the platform tool-chain.-Build self-service tools that makes interacting with infrastructure very user-friendly and provide high visibility into its use.-Design and Implement cloud usage models and best practices that allow for speed of innovation, while optimizing for efficiency as well.-Manage deploying products into multiple environments, multiple cloud platforms and hosted solutions.-Establish design patterns and best practices for building new product features and services involving cloud infrastructure.What You Need for this Position-3+ years of experience in an Software Engineer or related role.-BS degrees in Computer Science or related technical field, or equivalent practical experience.-Coding experience in one or more of Python, Java, Ruby, and/or Go.-Experience in one or more of container orchestration tools like Kubernetes/DockerSwarm/Mesos.-Strong understanding of Unix/Linux.-Hands-on experience with in deploying and operating in one or more of AWS, GCE or Azure is desired.What's In It for You-Competitive Base Salary up to $180k base DOE-Comprehensive Benefits Package (Medical, Dental, Vision)-Equity-3 Weeks PTO-401k-Transporation/Phone Reimbursements...And more!So, if you are a Software Engineer - Infrastructure & Tools with experience, please apply today!                                    ","['Python', 'Java', 'Go', 'Unix', 'Linux', 'Cloud', 'AWS']",130000,175000,152500.0,https://www.cybercoders.com/software-engineer-infrastructure-tools-devop-data-monitoring-job-423853
Data Engineer,Full Stack Engineer,Boston,MA,42.360082500000004,-71.0588801,"If you are a Full Stack Engineer with experience, please read on!Join our team in the heart of Boston, MA to work on leading-edge healthcare software. We’re a well-funded startup founded by doctors and engineers from the nation’s top universities working to develop a smarter, AI and data-driven way to diagnose symptoms and health issues.If you are interested in joining an innovative software company that pushes the envelope in healthcare technology and is creating meaningful money-saving solutions for patients, then apply immediately.What You Will Be DoingA Full Stack Engineer that possesses strong experience with React, Python, A/B testing and REST API development will be working closely with our agile team to create new features and improve existing code.What You Need for this PositionAt Least 2 Years of experience and knowledge of:- Python- React- APINice to have:- A/B Tests- Data VisualizationWhat's In It for You- $90,000 – $105,000- EquitySo, if you are a Full Stack Engineer with experience, please apply today!                                    ","['Python', 'REACT', 'API', 'A/B Tests', 'Data Visualization']",90000,100000,95000.0,https://www.cybercoders.com/full-stack-engineer-job-410680
Data Engineer,iOS Developer,Reston,VA,38.9586307,-77.35700279999998,"If you are an iOS Developer with experience, please read on!Based in Reston, VA., we are an innovative cloud based mobile platform that specializes in powerful mobile apps for our well-known clients. Our mission is to revolutionize how work gets done. Due to growth and demand for our services, we are in need of hiring an iOS Developer who has knowledge of UX/UI standards and expertise with iOS development and Objective-C.If you are interested in joining an innovative cloud-based software service and mobile app platform revolutionizing how work gets done, pushes the envelope, and definitely cares about providing a great work environment for its employees, then apply immediately.Top Reasons to Work with UsNamed in Washington Journal as Best Places to WokrNamed one of the 10 must have business AppsCollaborative  environment fueled by innovationWhat You Will Be DoingDesign and build applications for the iOS platform Collaborate with a team to define, design, and ship new features Ensure the performance, quality, and responsiveness of applicationsWhat You Need for this PositionAt Least 3 Years of experience and knowledge of:- Objective-C- iOS Development- Core Data- Core Animation- APIPlus skills:-Swift-Cocoa-UX/UI standardsWhat's In It for You$120k-$140kequitybonus health benefitsSo, if you are a iOS Developer with experience, please apply today!                                    ","['Objective-C', 'iOS Development', 'Cocoa', 'Core Data', 'Core Animation', 'API']",120000,140000,130000.0,https://www.cybercoders.com/ios-developer-job-423622
Data Engineer,Full Stack Engineer,Boston,MA,42.360082500000004,-71.0588801,"If you are a Full Stack Engineer with experience, please read on!Join our team in the heart of Boston, MA to work on leading-edge healthcare software. We’re a well-funded startup founded by doctors and engineers from the nation’s top universities working to develop a smarter, AI and data-driven way to diagnose symptoms and health issues.If you are interested in joining an innovative software company that pushes the envelope in healthcare technology and is creating meaningful money-saving solutions for patients, then apply immediately.What You Will Be DoingA Full Stack Engineer that possesses strong experience with React, Python, A/B testing and REST API development will be working closely with our agile team to create new features and improve existing code.What You Need for this PositionAt Least 2 Years of experience and knowledge of:- Python- React- APINice to have:- A/B Tests- Data VisualizationWhat's In It for You- $90,000 – $105,000- EquitySo, if you are a Full Stack Engineer with experience, please apply today!                                    ","['Python', 'REACT', 'API', 'A/B Tests', 'Data Visualization']",90000,110000,100000.0,https://www.cybercoders.com/full-stack-engineer-job-424281
Data Engineer,Software Engineer,San Francisco,CA,37.7749295,-122.4194155,"If you are a Software Engineer with Java experience, please read on!Job Title: Software Engineerr( hiring multiple roles)Location: San Francisco, CASalary: $80- $130k + equityThe Company: We are an end to end big data analytics application for hadoop. Our application and platform enable business users to discover insights in any data, via our integration platforms. We proved our clients with a subscription based big data solution that can integrate with existing data warehouse or business intelligence solutions. Our customers include some of the biggest names in healthcare, marketing, cyber-security, travel, and gaming. We are looking for a Software Engineer to join our newest team, our cloud based team. Do you want to be part of a new team on a stable growing company? Do you want to develop hadoop and cloud integration applications? Then this is the job for you!!What You Will Be Doing-Design, build and maintain distributed data processing components driving the core of our application stack-Integrate with our tools and cloud based platforms within the big data ecosystem (e.g. Spark, Tez, Azure HDI, Amazon EMR, RedShift, Google DataProc etc…)-Influence product strategy and help drive product roadmap while developing cloud native analytics features against multiple public cloud platforms-Design and develop new features and services to aid users in data discovery, data preparation and analytics use cases-Create strong internal relationships, train others and evangelize your findings and implications.-Use your expert coding skills across a number of languages from Java to SQL to GroovyWhat You Need for this PositionRequirements:Bachelors degree in Computer Science or equivalentExperience and knowledge of:- Java- Junit-JmeterPluses: - Hadoop, Big Data, or Data Processing - Cloud Data Technologies- AWS, ECR, AZURE, Redshift, EMR, etc- SQL on Hadoop-Python/ Go - Distributed Search- Elastic Search, Solr etc. - Large Scale Distributed Application Development- Experience building applications that are deployed or supported on the cloud- Experience transitioning an application from on premise to the cloudWhat's In It for You- Great work environment- Immediate hire- Competitive salary- 401k-Equity options- Benefits- Flexible with some work from home optionsSo, if you are a Software Engineer with experience, please apply today!                                    ","['Java', 'SQL', 'JavaScript', 'AWS', 'Hadoop/Big Data']",80000,130000,105000.0,https://www.cybercoders.com/software-engineer-job-424307
Data Engineer,Database Engineer,Santa Monica,CA,34.01945429999999,-118.4911912,"If you are an experienced Database Engineer looking for your next challenge, please read on!We are a TOP media streaming brand in the business of uplifiting and entertaining original content. Our goal is to take one of America's iconic brands to the forefront of the digital age. We are excited to bring on an experienced, passionate Database Engineer to our team in Santa Monica, CA, to create, maintain, and monitor secure and highly performant databases.What's In It for You- Competitive base salary- Medical, dental,vision- Unlimited vacay- Catered food- Beautiful office location in Santa Monica- Be part of a THRIVING team!What You Will Be Doing- Design, develop, and maintain multiple databases- Database performance tuning- Monitor and troubleshoot database issues- Create and implement disaster recovery, high availability, and backup plans- Implement security standardsWhat You Need for this Position- CS degree or equivalent experience- 4+ years as a Database Engineer- SQL - Data modeling experience- Performance tuning- Disaster recovery and backup experiencePlus skills! (not required)+ Microservice data schema design+ eCommerce experience+ AWS + MySQL or PostgreSQL+ Creating ERDs+ Iterative software development+ Data warehousingSo, if you are a Senior Database Engineer with experience, please apply today!                                    ","['SQL', 'Data Modeling', 'Performance Tuning', 'Disaster Recovery', 'AWS', 'MySQL', 'PostgreSQL', 'ERD', 'Redshift']",120000,140000,130000.0,https://www.cybercoders.com/database-engineer-job-346106
Data Engineer,Ruby Developer,San Jose,CA,37.338208200000004,-121.88632859999998,"Located in San Jose. If you are a Ruby Developer or Engineer with experience in data modeling, please read on!Top Reasons to Work with UsTop of the line compensation and benefits!Fun company culture with top technologyWe develop our employeesWhat You Need for this PositionAt Least 2 years of experience and knowledge of:- RUBY- Web Application Development- Data Modeling- User Interface- WorkflowsPreferred candidates also have experience with:- REACT- Redux- E-Commerce- AgileWhat's In It for YouPersonal growthLearn the latest technologiesSo, if you are a Full-Stack Software Engineer with experience, please apply today!                                    ","['RUBY', 'Web Application Development', 'Data Modeling', 'User Interface', 'Workflow', 'REACT', 'Redux', 'E-Commerce', 'Agile']",Unknown,Unknown,Unknown,https://www.cybercoders.com/ruby-developer-job-382723
Data Engineer,DevOps Engineer,San Francisco,CA,37.7749295,-122.4194155,"If you are a DevOps Engineer with experience, please read on!Payment infrastructure on the internet is fragmented and broken. We are building a future where sending payments is as easy as sending messages. To do this, we’ve redesigned payments from the ground up. Our platform makes online commerce easy, secure, ethical, and efficient for all parties. To solve such a large problem, we’ve put together an incredible team and are selectively adding to it.Play a mission-critical role in developing the future of online commerce. We are looking for someone who oozes passion, creativity, and a love of building great things. Companies and consumers alike will rely heavily on what you build. You’ll have a ton of trust and responsibility. So, if challenges excite you, and you’re ready for a big one, let us know.What You Will Be DoingSpearhead major infrastructure, devops, reliability, and security initiativesOversee PCI compliance and coordinate quarterly auditsBuild tools for automation, deployment, monitoring and operationsDefend and maintain Bolt's infrastructure from internal and external threatsBuild tools to deploy and operate applicationsTroubleshoot issues across the entire stack, from network and OS to applicationsSet strategic direction for infrastructure and operationsWhat You Need for this Position4+ years of professional experienceIndependent and self-drivenExperience with operations, maintenance, site reliability engineering, and securityExperience in operating and maintaining AWS based deploymentsExperience with configuration management technologies (Ansible, Puppet, Chef, or similar)Experience with Linux at scaleExperience with highly secure systemsAdvanced knowledge of TCP/IP, web application security, and HTTP/HTTPSAbility to operate in a startup environment and execute in the presence of ambiguity and changeWilling to do security compliance (PCI-DSS, Auditing)Located in or willing to relocate to Bay AreaBonus:Experience with PCI complianceExperience with modern container systems (Docker, Vagrant, etc.)Strong scripting (BASH, SH), Go and Python skillsStrong understanding of current Internet security issues and threatsExperience in scaling technical infrastructuresExperience in defending corporations against malware, phishing, and other forms of exploitsExperience in payments or financial servicesAdditionally, experience with some of the following is helpful: AWS, EC2, ELB, Docker, Nomad, Consul, RDS, cluster management, scheduler, Mesos, Kubernetes, Google Cloud, CDN, SSH, Postgres, MySQL, RedisWhat's In It for You- Competitive salary of $120K-$190K DOE- Full medical, dental, vision benefits- 401(k) w/ matching- Company paid breakfast, lunch and dinner- Passionate, fun and hard-working environment- Much, much more!So, if you are a DevOps Engineer with experience, please apply today!                                    ","['Data Science', 'Machine Learning', 'R', 'Python', 'SQL', 'SQL Server', 'E-Commerce']",110000,175000,142500.0,https://www.cybercoders.com/devops-engineer-job-399131
Data Engineer,Front End Engineer,Tampa,FL,27.950575,-82.4571776,"Job Title: Front End EngineerLocation: Tampa, FLSalary: $70k - $105k +/- (DOE)Relocation assistance provided!If you are a Front End Engineer who has 3-5 years' experience in a professional SaaS environment, please read on!Baed in Tampa, FL, we are a well-funded, venture-backed start-up!   We've developed the leading big data software suite used by some of the nations top pathologists, hospitals, and pharmaceutical companies across the US!  Our next-generation platform integrates large digital pathology images with patient metadata, providing an integrated view of each patient’s case. Join us as we continue to expand our progressive software suite and improve the quality of life for millions!We are looking for a user-centric, front-end engineer who has a strong foundation in computer science fundamentals and loves working on data visualization products and/or enterprise marketing SaaS.Top Reasons to Work with Us1.Industry leading, life-changing product2.Tons of room for growth3.Get in on the ground floor and build out a brand new product (including technology selection)What You Will Be DoingYou will be heavily involved in the architecture design and hands-on development of our front-end application and analytics dashboard. Using modern web frameworks, RESTful API's and other technologies, you will iterate new features and functionalities to power our data-driven web applications and associated products.What You Need for this PositionBachelors degree with 4+ years of professional experience and:•Building web-based applications•Proficiency with modern JavaScript frameworks (ie. Angular, ReactJS, D3.js, Highcharts, etc.)•Solid understanding of cross-browser compatibility, including browser rendering behavior and performance optimization•Strong experience building responsive interfaces using  Bootstrap or FoundationBONUS:•Vector and motion graphics (SVG, HTML% Canvas, etc.)•A/B testing•Familiarity with electronWhat's In It for YouEXCELLENT benefits Including:•100% paid health benefits• Competitive salaries: $70k - $105k (DOE)•Vacation/PTO•Medical•Dental•Vision• Life •401(k) and much more!So, if you are a Front End Engineer with 3 - 5 years of professional experience, apply now or send your resume to me directly at: brenna.boies@cybercoders.com                                    ","['JavaScript', 'SaaS', 'Bootstrap', 'React or Angular', 'Data Visualization', 'HTML5 / CSS', 'ASP.NET', 'SQL Server']",65000,110000,87500.0,https://www.cybercoders.com/front-end-engineer-job-422041
Data Engineer,Full Stack Engineer,New York City,NY,40.7127753,-74.0059728,"If you are a Full Stack Engineer with experience, please read on!Join our fast-paced, innovative team in our Manhattan office to work on the latest technology in data science and analytics.Apply immediately if you’re eager to work with an early-stage start up on leading-edge technology and make a huge impact on the company and team right away. There are tremendous opportunities for growth and you’ll wear a lot of different hats on our collaborative team.What You Will Be DoingA Full Stack Engineer that possesses strong experience with Python, JavaScript and jQuery/Backbone/ Angular will be working on product development and UI design for a big data platform used for a variety of industries.What You Need for this PositionMore Than 5 Years of experience and knowledge of:- Python- JavaScript /JQuery / Angular.js / Backbone.jsNice to Have:-Experience with UX design principles and processes-Understanding of algorithms and data modelsWhat's In It for You-$110,000 – $130,000-Medical / Dental / Vision-PTO-Happy hours-401k matching-Catered lunch and dinner-Work for a company proactively committed to diversity in our workplaceSo, if you are a Full Stack Engineer with experience, please apply today!                                    ","['Python', 'JavaScript', 'Backbone.JS', 'JQuery', 'Angular.js', 'UI/UX', 'Big Data']",110000,130000,120000.0,https://www.cybercoders.com/full-stack-engineer-job-424267
Data Engineer,UI Developer,Jersey City,NJ,40.72815749999999,-74.0776417,"If you are a UI Developer with experience, please read on!We operate in a fast-paced environment experiencing rapid growth so successful candidates will need to be committed to the success and growth of the business. This is a great opportunity to work with the latest technology, and design and develop one of the biggest mobile advertising platforms currently available.  As a member of our engineering team, we want you to bring experience bringing real products from the ground up. We use a variety of tools, technologies, and languages to build software (Scala, Elasticsearch, Aerospike, React/Redux, Kinesis/Kafka, Hadoop, MR, AWS EMR, Spark).What's In It for YouWe offer an amazing compensation package including but not limited to: - A competitive base salary (DOE) - Full benefits (Medical, Dental, Vision) - Bonuses!!- 401K plan- Birthday parties, free snacks, Friday lunches- Team building, happy hours, contestsWhat You Will Be Doing-Maintain and improve our product offerings for location intelligence, measurement, reporting and media delivery-Partner with the Data Science and Data Engineering team to implement advanced statistical models and machine learning pipelines, emphasizing data exploration and client discovery -Identify and implement product improvements across all product lines-Investigations to validate assumptions or find the source of a problem, data inconsistencies.What You Need for this PositionAt Least 3 Years of experience and knowledge of:-Demonstrated experience working with React, Node, and Web Services - big data technologies and ETL pipeline experience a plus-You consider yourself both Inquisitive and Self-learning, quickly learn new topics, and are just as happy working on challenging data problems as you are tinkering to make our UI pixel perfect-You have a solid foundation in computer engineering fundamentals with particular expertise in design and user experience-You obsess over user experience:  you are the voice of our offering, everything needs thoroughly tested and obsessive towards the user experience-You are constantly thinking of ways to squeeze better performance out of the product, address advanced use cases in the simplest fashion-Strong Java or other object-oriented programming experience or, even better, experience and/or interest in functional languages Added bonus if you have knowledge of: - One or more of the following: Location Intelligence, Marketing Platforms, Advertising Technology - Scala Machine learning pipelinesSo, if you are a UI Developer with experience, please apply today!                                    ","['JavaScript', 'REACT', 'CSS3', 'HTML5', 'Hadoop', 'Scala', 'SPARK', 'Java', 'NODE', 'Big Data']",90000,120000,105000.0,https://www.cybercoders.com/ui-developer-job-425200
