Search,Title,Location,Salary,Description,Skills,URL
Data Engineer,Full-Stack  Engineer,"San Francisco, CA","['100', '150']","If you are a Full-Stack  Engineer with experience, please read on!Job Title: Full-Stack  Engineer( hiring multiple roles)Location: San Francisco, CASalary: $100- $150k + equityThe Company: We are an end to end big data analytics application for hadoop. Our application and platform enable business users to discover insights in any data, via our integration platforms. We proved our clients with a subscription based big data solution that can integrate with existing data warehouse or business intelligence solutions. Our customers include some of the biggest names in healthcare, marketing, cyber-security, travel, and gaming. We are looking for a  Senior Software Engineer to join our newest team, our cloud based team. Do you want to develop and lead a new team on a stable growing company? Do you want to develop hadoop and cloud integration applications? Then this is the job for you!!What You Will Be Doing-Design, build and maintain distributed data processing components driving the core of our application stack-Integrate with our tools and cloud based platforms within the big data ecosystem (e.g. Spark, Tez, Azure HDI, Amazon EMR, RedShift, Google DataProc etc…)-Influence product strategy and help drive product roadmap while developing cloud native analytics features against multiple public cloud platforms-Design and develop new features and services to aid users in data discovery, data preparation and analytics use cases-Create strong internal relationships, train others and evangelize your findings and implications.-Use your expert coding skills across a number of languages from Java to SQL to GroovyWhat You Need for this PositionRequirements:Bachelors degree in Computer Science or equivalent1-3 Years of experience and knowledge of:- Java- Junit-JmeterPluses: - Hadoop, Big Data, or Data Processing - Cloud Data Technologies- AWS, ECR, AZURE, Redshift, EMR, etc- SQL on Hadoop-Python/ Go - Distributed Search- Elastic Search, Solr etc. - Large Scale Distributed Application Development- Experience building applications that are deployed or supported on the cloud- Experience transitioning an application from on premise to the cloudWhat's In It for You- Great work environment- Immediate hire- Competitive salary- 401k-Equity options- Benefits- Flexible with some work from home optionsSo, if you are a Software Engineer with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Java
                                    
                                
                            
                            
                                
                                    
                                    SQL
                                    
                                
                            
                            
                                
                                    
                                    React.JS
                                    
                                
                            
                            
                                
                                    
                                    JavaScript
                                    
                                
                            
                            
                                
                                    
                                    AWS",https://www.cybercoders.com/full-stack-engineer-job-421868
Data Engineer,Blockchain Smart Contracts Engineer,"Portland, OR","['120', '150']","If you are a Smart Contracts Engineer with experience, please read on!Located in Portland, OR, we are a fast growing startup with deep roots in energy, finance, and technology. Our company is building a platform to enable decentralized business models and innovative technologies related to energy, cleantech and utility systems. Our team has deep expertise in design, architecture, development, prototyping and testing of cutting-edge distributed energy, computing, and peer-to-peer distributed consensus networks. We build tools and develop projects to support and accelerate the proliferation of the distributed energy, utilities and computation sharing economy of the future.Through blockchain technology and our own innovative solutions, we’ve developed a permissioned data platform that creates localized energy marketplaces for transacting energy across existing grid infrastructure. We’re just beginning to uncover the potential this platform has to influence the energy model of the future, and already the possibilities seem endless.What You Will Be Doing- Develop Solidity smart contracts to run on the Ethereum public chain and private ethereum compatible blockchain- Employ an understanding of cryptography, including symmetric/asymmetric encryption (pub/priv key), symmetric encryption, and hash functions- Lead the development of smart contracts and the performance of blockchain integration with existing applications- Work in other areas of the team (front-end development, back-end development, etc) from time to time- Develop a custom ERC20 smart contract, provide input and technical support for token generation events- Develop frameworks and interfaces to support off-chain transactions and state channelsWhat You Need for this PositionRequired:- BS degree in an engineering or computer discipline or relevant certification- 5+ years software engineering experience- Demonstrated expertise with several of the following languages: Go, Javascript, Rust, Python, C/C++, Ruby- Experience developing Solidity Smart Contracts on Ethereum or Ethereum compatible platforms- Experience with Smart Contract development frameworks (e.g. Truffle)- Proficiency in Unix/Linux operating systems- Excellent knowledge of software engineering best practices (e.g. Agile software development, test-driven development, unit testing, code reviews, design documentation, etc…)- Experience with database infrastructure and access in Distributed Clouds or containerized environments preferred- Ability to work well with a distributed team- Excellent written, presentation, and verbal communication skills- History of working in startups or other fast-paced environmentsPreferred:- Familiarity with git and the git rebase workflow- Previous experience working in the energy or utility sectors- Experience contributing meaningfully to one or more open source projectsSo, if you are a Smart Contracts developer with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Private Ethereum Compatible Blockchain
                                    
                                
                            
                            
                                
                                    
                                    Ethereum Public Chain
                                    
                                
                            
                            
                                
                                    
                                    solidity smart contracts
                                    
                                
                            
                            
                                
                                    
                                    Go / Javascript / Rust / Python / C / C++ / Ruby
                                    
                                
                            
                            
                                
                                    
                                    Mist / Geth / Truffle / Web3.js / Parity
                                    
                                
                            
                            
                                
                                    
                                    ERC20 compatible token project
                                    
                                
                            
                            
                                
                                    
                                    Distributed Clouds / Containerized Environments
                                    
                                
                            
                            
                                
                                    
                                    Unix / Linux
                                    
                                
                            
                            
                                
                                    
                                    GIT / GIT rebase workflow
                                    
                                
                            
                            
                                
                                    
                                    Open Source Projects",https://www.cybercoders.com/blockchain-smart-contracts-engineer-job-422207
Data Engineer,Professional Services Engineer,"San Francisco, CA","['120', '160']","If you are a  Professional Services Engineer  with experience in Java, please read on!Job Title: Sales Engineer or Solution Architect or Professional Services Engineer Location: San Francisco, CASalary: $120- 160k+ commission plan+ equity optionsThe Company: We are an end to end big data analytics application for hadoop. Our application and platform enable business users to discover insights in any data, via our integration platforms. We proved our clients with a subscription based big data solution that can integrate with existing data warehouse or business intelligence solutions. Our customers include some of the biggest names in healthcare, marketing, cyber-security, travel, and gaming. We are looking for a   Professional Services Engineer  to join our newest team, our cloud based team. Are you interested in being part of a late stage start up that is launching a new product? Are you looking to drive successful client relationships? Then this is the job for you!!What You Will Be DoingResponsibilities:-Design, build and maintain distributed data processing components driving the core of our application stack- Integrate our platform with tools and cloud based platforms within the big data ecosystem (e.g. Spark, Tez, Azure HDI, Amazon EMR, RedShift, Google DataProc etc…)- Influence product strategy and help drive product roadmap while developing cloud native analytics features against multiple public cloud platforms-Design and develop new features and services to aid users in data discovery, data preparation and analytics use cases- Create strong internal relationships, train others and evangelize your findings and implications.- Use your expert coding skills across a number of languages from Java to SQL to Groovy- Interface with customers to gather requirements and articulate technical design of a solution to customer- Estimate efforts required to deliver a fully tested solution to customers, this may include integrations leveraging SDK, REST API’sWhat You Need for this PositionRequirements:Bachelors degree in Computer Science or technical field- At Least 3-5 years industry experience with Java and other JVM technologies- 3+ years experience developing distributed systems- Experience w/ cloud data technologies like EC2, EMR, RedShift, Azure HDI, Azure Data Lake- Experience with distributed data processing, in--memory technologies, data flow optimization, distributed search, cluster resource management, etc- Experience developing with SQL and RDBMS(s)- Ability to work and thrive in a fast-paced environment, learn rapidly and master diverse technologies and techniques- Experience mentoring other developers- Strong communication and self-management skills.- Passion for working with data analytics, with focus on efficiency, simplicity and building high impact customer features.- Experience with Agile development teams and excellent interpersonal skills- Availability to travel to customer sites; 25% travelWhat's In It for You- Great work environment- Immediate hire- Competitive salary- 401k-Equity options- Benefits- Flexible with some work from home optionsSo, if you are a Sales Engineer with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Java
                                    
                                
                            
                            
                                
                                    
                                    Customer Facing
                                    
                                
                            
                            
                                
                                    
                                    Professional Services
                                    
                                
                            
                            
                                
                                    
                                    Client Facing Development
                                    
                                
                            
                            
                                
                                    
                                    Distributed Systems
                                    
                                
                            
                            
                                
                                    
                                    Cloud/AWS/EC2/EMR/Redshift/Azure
                                    
                                
                            
                            
                                
                                    
                                    SQL",https://www.cybercoders.com/professional-services-engineer-job-424120
Data Engineer,Lead UI Engineer,"San Francisco, CA","['150', '175']","If you are a Lead UI Engineer with experience, please read on!Job Title: Lead UI EngineerLocation: San Francisco, CASalary: $150- $180k + equityThe Company: We are an end to end big data analytics application for hadoop. Our application and platform enable business users to discover insights in any data, via our integration platforms. We proved our clients with a subscription based big data solution that can integrate with existing data warehouse or business intelligence solutions. Our customers include some of the biggest names in healthcare, marketing, cyber-security, travel, and gaming. We are looking for a Lead UI Engineer to join our newest team, our cloud based team. Do you want to develop and lead a new team on a stable growing company? Do you want to develop hadoop and cloud integration applications? Then this is the job for you!!What You Will Be Doing-Create sophisticated, efficient, and visually pleasing interfaces for a web-based software products-Design, build and maintain reusable, stable and well-tested UI components-Evaluate requirements and initial mock-ups for feasibility and estimates of effort-Make technology recommendations that support optimal construction, maintenance, and performance-Help define, maintain, implement, and enforce style guides, standards, and best practices for UI development-Work within a cross-functional, agile team delivering high quality product features -Product development of a  web-based analytics/BI/visualization platformWhat You Need for this PositionRequirements:Bachelors degree in Computer Science or equivalentAtleast 3 Years of experience and knowledge of:- UI Development- JavScript/ CSS/ HTML5- Product development in web-based analytics/BI/ or visualization- Single page applications- Experience working with a large codebasePluses: - with Hadoop or cloud based applications- React or ReduxWhat's In It for You- Great work environment- Immediate hire- Competitive salary- 401k-Equity options- Benefits- Flexible with some work from home optionsSo, if you are a Lead UI Engineer with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Product Development
                                    
                                
                            
                            
                                
                                    
                                    Web based analytics/BI/Visualization
                                    
                                
                            
                            
                                
                                    
                                    UI
                                    
                                
                            
                            
                                
                                    
                                    JavaScript
                                    
                                
                            
                            
                                
                                    
                                    CSS
                                    
                                
                            
                            
                                
                                    
                                    HTML5",https://www.cybercoders.com/lead-ui-engineer-job-425591
Data Engineer,"Mechanical Engineer - Solidworks, UAV, Drones!!!","San Diego, CA",[],"Based in San Diego, we are an innovative drone company that is disrupting the world of Unmanned Aerial Systems. We specialize in developing easy to use, aerodynamic aircraft systems, built to withstand harsh weather environments and tailored for mission critical applications. Due to the growth and demand for our services, we are in need of a Mechanical Engineer who can work can work with limited supervision and who has experience working with UAV systems or lightweight robotic systems.What's In It for You- Base salary $65K-$90K! - Competitive Benefits Package!What You Will Be DoingTypical Primary Tasks:- Develop and test concepts for UAV systems- This will include detail design and analysis of structural components, testing these components- Perform design verification testing, validate the analysis, document results and validation in reports- Duties primarily focus on structural components such as wing, fuselage and tails, but can be expanded to other subsystem: electro-mechanical design and integration, flight control mechanisms, stress analysis, thermal analysis, prototype hardware development. Other duties include:- Developing manufacturing drawings and bills of materials for components and assemblies using industry-drafting standards- Supporting design reviews, assisting project managers with the planning and scheduling of engineering work- Supporting manufacturing & suppliers with the production of components & assembliesWhat You Need for this Position- Hands on design/build experience; UAV experience-  Demonstrated competence in designing composite aerospace structures and manufacture processes-  Demonstrated competence in aircraft engineering processes and design/analysis tools-  Demonstrated competence to solve basic structural statics and dynamics problems-  Capable of researching and re-engineering to propose alternative solutions to fairly complex issues-  Able to develop engineering equations to solve problems, and clearly articulate assumptions, boundary conditions, inputs and outputs when using design tools-  Knowledge of appropriate design and simulation tools and validation techniques- Proficient at Solidworks- Able to excel in a fast paced, deadline-driven environment, where small teams share a broad variety of duties- Can work with defined requirements to complete tasks with minimal supervision- Good written and verbal communication skills and able to communicate effectively with intended audience, able to articulate solutions- Good interpersonal skills and able to work well with others across disciplinesSo, if you are a Mechanical Engineer with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    UAV
                                    
                                
                            
                            
                                
                                    
                                    Drone
                                    
                                
                            
                            
                                
                                    
                                    Mechanical testing
                                    
                                
                            
                            
                                
                                    
                                    Soldering
                                    
                                
                            
                            
                                
                                    
                                    data acquisition
                                    
                                
                            
                            
                                
                                    
                                    Electro-mechanical sub-assemblies/assemblies
                                    
                                
                            
                            
                                
                                    
                                    AutoCAD
                                    
                                
                            
                            
                                
                                    
                                    LabView
                                    
                                
                            
                            
                                
                                    
                                    3D CAD
                                    
                                
                            
                            
                                
                                    
                                    SolidWorks",https://www.cybercoders.com/mechanical-engineer-solidworks-uav-drones-job-384742
Data Engineer,Senior Software Development Engineer - $200k +,"Seattle, WA","['160', '200']","If you are a Senior Software Development Engineer with API expertise, please read on!An exciting opportunity with a fast-growing eCommerce analytics company in Seattle, WA. awaits. Due to growth and demand for our services, we are in need of hiring a Software Development Engineer with back end experience who possesses strong technical experience with at least one modern programming language, Java, C#, Node.js, React,  AWS, ElasticSearch, and MongoDB.  If you are interested in joining a dynamic team of talented individuals who are pushing the envelope in an emerging industry, then apply immediately.What You Will Be DoingYou will bring your technical skills and experience in developing professional-grade software and we will help you get up to speed quickly on our systems and technologies. You can expect to become a fully functioning member of our engineering team within a few short weeks along with owning new features of the product from start to finish.What You Need for this PositionMore Than 5 Years of experience and knowledge of:- API development- C#, Java, or Python- AWS : Redshift, S3, SQS, SNS, or Docker- REACT- Node.js- Agile Methodologies- Elastic SearchWhat's In It for You$160k-$200k (DOE)100% full medical benefitsCatered LunchCollaborative Team EnvironmentSo, if you are a Senior Software Development Engineer with API experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    API Development
                                    
                                
                            
                            
                                
                                    
                                    Large Data Sets
                                    
                                
                            
                            
                                
                                    
                                    C#
                                    
                                
                            
                            
                                
                                    
                                    Java
                                    
                                
                            
                            
                                
                                    
                                    Python
                                    
                                
                            
                            
                                
                                    
                                    AWS
                                    
                                
                            
                            
                                
                                    
                                    REACT
                                    
                                
                            
                            
                                
                                    
                                    Node.js
                                    
                                
                            
                            
                                
                                    
                                    Agile Methodologies
                                    
                                
                            
                            
                                
                                    
                                    elastic search",https://www.cybercoders.com/senior-software-development-engineer-200k-job-419329
Data Engineer,Senior Software Development Engineer - $200k +,"Seattle, WA","['160', '200']","If you are a Senior Software Development Engineer with API expertise, please read on!An exciting opportunity with a fast-growing eCommerce analytics company in Seattle, WA. awaits. Due to growth and demand for our services, we are in need of hiring a Software Development Engineer with back end experience who possesses strong technical experience with at least one modern programming language, Java, C#, Node.js, React,  AWS, ElasticSearch, and MongoDB.  If you are interested in joining a dynamic team of talented individuals who are pushing the envelope in an emerging industry, then apply immediately.What You Will Be DoingYou will bring your technical skills and experience in developing professional-grade software and we will help you get up to speed quickly on our systems and technologies. You can expect to become a fully functioning member of our engineering team within a few short weeks along with owning new features of the product from start to finish.What You Need for this PositionMore Than 5 Years of experience and knowledge of:- API development- C#, Java, or Python- AWS : Redshift, S3, SQS, SNS, or Docker- REACT- Node.js- Agile Methodologies- Elastic SearchWhat's In It for You$160k-$200k (DOE)100% full medical benefitsCatered LunchCollaborative Team EnvironmentSo, if you are a Senior Software Development Engineer with API experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    API Development
                                    
                                
                            
                            
                                
                                    
                                    Large Data Sets
                                    
                                
                            
                            
                                
                                    
                                    C#
                                    
                                
                            
                            
                                
                                    
                                    Java
                                    
                                
                            
                            
                                
                                    
                                    Python
                                    
                                
                            
                            
                                
                                    
                                    AWS
                                    
                                
                            
                            
                                
                                    
                                    REACT
                                    
                                
                            
                            
                                
                                    
                                    Node.js
                                    
                                
                            
                            
                                
                                    
                                    Agile Methodologies
                                    
                                
                            
                            
                                
                                    
                                    elastic search",https://www.cybercoders.com/senior-software-development-engineer-200k-job-421587
Data Engineer,Senior Software Development Engineer - $200k +,"Seattle, WA","['160', '200']","If you are a Senior Software Development Engineer with API expertise, please read on!An exciting opportunity with a fast-growing eCommerce analytics company in Seattle, WA. awaits. Due to growth and demand for our services, we are in need of hiring a Software Development Engineer with back end experience who possesses strong technical experience with at least one modern programming language, Java, C#, Node.js, React,  AWS, ElasticSearch, and MongoDB.  If you are interested in joining a dynamic team of talented individuals who are pushing the envelope in an emerging industry, then apply immediately.What You Will Be DoingYou will bring your technical skills and experience in developing professional-grade software and we will help you get up to speed quickly on our systems and technologies. You can expect to become a fully functioning member of our engineering team within a few short weeks along with owning new features of the product from start to finish.What You Need for this PositionMore Than 5 Years of experience and knowledge of:- API development- C#, Java, or Python- AWS : Redshift, S3, SQS, SNS, or Docker- REACT- Node.js- Agile Methodologies- Elastic SearchWhat's In It for You$160k-$200k (DOE)100% full medical benefitsCatered LunchCollaborative Team EnvironmentSo, if you are a Senior Software Development Engineer with API experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    API Development
                                    
                                
                            
                            
                                
                                    
                                    Large Data Sets
                                    
                                
                            
                            
                                
                                    
                                    C#
                                    
                                
                            
                            
                                
                                    
                                    Java
                                    
                                
                            
                            
                                
                                    
                                    Python
                                    
                                
                            
                            
                                
                                    
                                    AWS
                                    
                                
                            
                            
                                
                                    
                                    REACT
                                    
                                
                            
                            
                                
                                    
                                    Node.js
                                    
                                
                            
                            
                                
                                    
                                    Agile Methodologies
                                    
                                
                            
                            
                                
                                    
                                    elastic search",https://www.cybercoders.com/senior-software-development-engineer-200k-job-426050
Data Engineer,Director of Computer Vision Engineer - Python & TensorFlow!,"New York City, NY",[],"Based in New York City, we are a dedicated, talented and passionate organization that specializes in creating innovative products for a multi-billion dollar industry that's been around for centuries.  We are committed to bringing usable products to market.  We are looking for an individual with proven experience in solving computer vision problems and hands-on software development leadership.  The right individual should have advance Python, Tensor Flow, Computer Vision experience as well.  Familiarity with Machine Learning, PostgreSQL, other OOP Languages (C/C++ and Java), and  CV software & best practices.  If this sounds like you and interested in joining an innovative company that pushes the envelope in the industry while putting an emphasis on creating an enriching environment for its employees, then apply immediately!Top Reasons to Work with Us- Opportunity to make a huge impact and help shape an organization- Opportunity to transform a multi-billion dollar industry using machine learning and computer vision.- Massive Growth PotentialWhat You Will Be Doing- Push the limits of innovation and disrupt an industry with our world-class product- Use machine learning to solve computer vision problems.  - Work with civil engineers, software engineers and mathematicians to deploy solutions for construction projects- Collaborate with developers to design computer vision algorithms using 2D/3D Spatiotemporal data- Work with stakeholders and closely with your team to translate business objectives into research initiativesWhat You Need for this PositionRequired:- 5+ years of Software and/or Computer Vision Engineering experience- Experience  or strong knowledge of Machine Learning and Deep Learning- Advanced with Python programming- Proficient with R programming- Machine learning experience to solve computer vision problems- Experienced with Open CV Nice to Have Skills/Bonus  Points:- Experience with software and technologies such as Revit, PCL, or Tensor Flow- Experience with SLAM or Robotics- BIM Technology experience- Knowledge of Construction Industry- B.S., M.S., or PhD in Computer Science, Data Science, Computer Vision, or similar degrees is highly desiredWhat's In It for You- Competitive Compensation of $140 - $200k, depending on experience- Early Stage Equity (Employee <20)- Attractive Benefits (PTO, Benefits, Equity)- Great work/life balance- Well-Funded company with strong growth opportunity- Be a part of bringing an innovative product to market- Work with talented engineers and developersSo, if you are a Computer Vision Engineer with experience, please apply today! Interviews are happening now!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Computer Vision
                                    
                                
                            
                            
                                
                                    
                                    Hands-on leadership
                                    
                                
                            
                            
                                
                                    
                                    Python
                                    
                                
                            
                            
                                
                                    
                                    Tensorflow
                                    
                                
                            
                            
                                
                                    
                                    R
                                    
                                
                            
                            
                                
                                    
                                    Machine Learning
                                    
                                
                            
                            
                                
                                    
                                    Deep Learning
                                    
                                
                            
                            
                                
                                    
                                    OpenCV/PCL
                                    
                                
                            
                            
                                
                                    
                                    Revit
                                    
                                
                            
                            
                                
                                    
                                    2d/3D Spatiotemporal Data",https://www.cybercoders.com/director-of-computer-vision-engineer-python-tensorflow-job-426616
Data Engineer,Full-Stack Engineer (Backend) - RoR and Storage Expert,"San Mateo, CA","['140', '160']","If you are a skilled Full-Stack Engineer that is familiar RoR and/or Python, has some API experience, and is a data storage expert that is ready to join a growing team working on a fun product, please read on!!!Located in peaceful San Mateo CA, we are a well-funded company working on a very fun niche product.  Our ideal candidate will be able to work in a team environment, take pride in ownership of their work, and understand the startup environment.What You Will Be Doing- Working on our B2C products.- Multi-iteration product releases.What You Need for this Position- 3+ Years Working Experience - BSCS degree (Good understanding of CS, algorithms, data structures, and system design)- RoR and/or Python- Strong with building systems that have an API layer Nice to Have:- Deep understanding of HTTP, REST and graphQLSo, if you are a talented Full-Stack Engineer (backend focused), please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Data Storage
                                    
                                
                            
                            
                                
                                    
                                    Ruby On Rails
                                    
                                
                            
                            
                                
                                    
                                    REACT
                                    
                                
                            
                            
                                
                                    
                                    Python
                                    
                                
                            
                            
                                
                                    
                                    JavaScript
                                    
                                
                            
                            
                                
                                    
                                    API Development",https://www.cybercoders.com/full-stack-engineer-backend-ror-and-storage-expert-job-398775
Data Engineer,Software Engineer - C++ - Multi-thread - Algorithm Development,"Saint Louis, MO","['75', '110']","We have an exciting career opportunity for a Software Engineer with C++ programming and algorithm / multi-threaded development experience to join a fast growing St. Louis based Data Management Company.We are seeking an intelligent, highly motivated Software Engineer to work with a team of dedicated engineers developing new products for handling enterprise data.What You Need for this PositionQualifications:* Must be an intelligent, resourceful and motivated with an aptitude for algorithms, data structures and multi-threaded design. * Must have strong object oriented design experience, and should be comfortable developing in C++ in a Linux environment. * Must be able to quickly learn about new product spaces and their associated algorithms and performance issues.* Experience optimizing and tuning applications for performance.* Experience with debugging applications in a Linux environment.* Experience with profiling and memory analysis tools.* Familiarity with RedHat, SUSE, or Ubuntu Linux.* User interface design experience (either web based or standalone applications)* Familiarity with scripting languages (shell, Perl, Python, PHP, etc)* Education: MS or higher in Computer Science, Electrical Engineering, or Computer Engineering is preferred, but candidates with a Bachelor's degree in a similar field or with relevant industry experience will be considered if the above qualifications are met.What's In It for YouWe offer an above average area competitive compensation and full benefits package including company paid health and dental benefits for employees and dependentsOther Perks:* Comfortable desk space with three monitors per workstation.* Free soda / juice / coffee / water.* Free lunch a few times a week.* Casual dress code (jeans).Relocation assistance is available.What You Will Be DoingThe position will involve designing and developing algorithms for heterogeneous computer platforms that include standard processors, FPGAs (Field Programmable Gate Arrays), and GPUs (Graphics Processing Units). You will not be expected to write hardware code to run on the FPGAs but will need to understand the general capabilities of the hardware and how to mold software around it.This is a fantastic career opportunity to join a fast growing and employee friendly St. Louis based Company!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Software Engineer
                                    
                                
                            
                            
                                
                                    
                                    C++(OOD) C++ programming
                                    
                                
                            
                            
                                
                                    
                                    Algorithm Design/development
                                    
                                
                            
                            
                                
                                    
                                    Data Structures
                                    
                                
                            
                            
                                
                                    
                                    Program Optimization
                                    
                                
                            
                            
                                
                                    
                                    Customer Facing UI Design
                                    
                                
                            
                            
                                
                                    
                                    GPU's
                                    
                                
                            
                            
                                
                                    
                                    Redhat
                                    
                                
                            
                            
                                
                                    
                                    multi-threaded design",https://www.cybercoders.com/software-engineer-c-plus-plus-multi-thread-algorithm-development-job-364943
