Search,Title,Location,Cities,States,Latitude,Longitude,Description,Skills,Min_Salary,Max_Salary,Mean_Salary,URL
Data Scientist,Data Scientist,"New York City, NY",New York City,NY,40.7127753,-74.0059728,"If you are a Data Scientist with a track record of analytical, data driven work, please read on!Top Reasons to Work with Us- Our employees are our greatest strength.  We are dedicated to our peoples’ success and growth within the company- We help people!  Our services allows people to navigate through issues and come out better on the other side- Our work culture is based on a Team mentality which recognizes and rewards our peopleWhat You Will Be Doing- Develop and implement advanced statistical models.- Perform analysis of structured and unstructured data to solve complex business problems. - Build marketing segments, evaluate scenarios, predict future outcomes, and optimize performance. - Lead complex research and analytics projects across teams.- Research, test, and validate new modeling techniques as appropriate for specific solutions.- Present and depict recommendations so that stakeholders can make data-informed decisions.What You Need for this Position- Track record of success in data mining and building and implementing complex models- SAS & Tableau are required!- History of working with large internal and external data sets - Expertise in R/Python and SQL or similar industry standard tools use for large-scale data analysis and modeling.- Knowledge of linking multiple data platforms with data visualization tools is a PLUS- Experience in data mining and statistical modeling techniques (regression, decision tree, time series, etc. Knowledge of optimization theory and statistical model application are also preferred.- Ability to clearly communicate complex, technical data to various team leadersWe are interviewing so APPLY TODAY!                                    ",['Data MiningSASTableauRPythonSQLData Visualizatio'],100000,140000,120000.0,https://www.cybercoders.com/data-scientist-job-427410
Data Scientist,Lead Data Scientist,"Los Angeles, CA",Los Angeles,CA,34.0522342,-118.24368490000002,"Are you a Lead Data Scientist who has machine learning and can code in either Python or Scala?  If so, read on...We are the adtech arm of a large media conglomerate.  Due to recent growth, we are looking to add a data science team to our already established top notch technology team!  You will get to work with some of LA's brightest minds, have a strong work/life balance and enjoy coming to work every day!Top Reasons to Work with Us1. Be a founding member of a new data science division!2. Strong culture - we work hard but lived balanced lives.3. Work for empathetic, employee focused managers.What You Will Be Doing- Traffic Predictor- Risk Assessment tool to determine the likelihood an ad campaign would be able to deliverWhat You Need for this Position- Lead or Senior Experience- Machine Learning Experience- Python or Scala Experience- 50% mathematician, 50% software engineer- Innovative and analytical: can pull insights from data- BS or the equivalent in Computer Science or an applied quantitative field and likely added an MS or PhD in the same fieldSo, if you are a Lead Data Scientist with machine learning & coding experience, please apply today!                                    ",['Machine LearningPythonApplied Mathematic'],150000,200000,175000.0,https://www.cybercoders.com/lead-data-scientist-job-224027
Data Scientist,Senior Data Scientist,"San Mateo, CA",San Mateo,CA,37.562991700000005,-122.32552539999999,"If you are a Senior Data Scientist with strong programming experience with a machine learning background, please read on!We are an extremely well funded (VC backed) leader in the predictive analytics industry with several openings right now.  As a member of the data science team, you will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional and real-time data sets from a variety of sources.  The goal is to analyze customer usage patterns and make actionable statistically robust recommendations that are impactful to the business case. Job Title: Senior Data Scientist Location: East San Mateo, close to Foster CityPay: $185k-$215k base + 15-20% bonus + stock optionsWhat You Will Be Doing- Combine an understanding of the business goals with data analysis and machine learning- Cooperate with the Business Intelligence team to design and execute replicable data acquisition and utilization processes.- Investigate new data sources.  Acquire, analyze, clean and structure data.- Use state of the art machine learning techniques to improve and expand existing modelsWhat You Need for this Position- 5+ years working experience - Advanced degree in a quantitative discipline - Java OR Python - Hadoop (Hive, Pig, Spark)- NoSQL (MongoDB, Cassandra, DynamoDB, etc.)- Data-mining / analytics experience including applied techniques in data mining, machine learning, or scientific computingWhat's In It for You- STRONG base pay right around $200k + bonus up to 20% + stock options + FULL benefits- Potential for remote workSo, if you are a Senior Data Scientist with experience, please apply today!                                    ",['JavaHadoopPythonNoSQLAWSMachine Learnin'],175000,225000,200000.0,https://www.cybercoders.com/senior-data-scientist-job-369387
Data Scientist,Senior Data Scientist,"San Francisco, CA",San Francisco,CA,37.7749295,-122.4194155,"This is a very unique Data Science opportunity!   In this role your time would be split as follows:  2 quarters - teaching at our data science bootcamp in SF, 1 quarter - working on business projects, 1 quarter - you'd get paid to work on data science passion projects of your choice (write a book, work on research, take a consulting assignment - your choice)!  The latter 2 quarters are REMOTE work.We are a highly successful data science boot-camp with locations in NYC, Chicago, Seattle and San Francisco and we're looking for dynamic Data Scientists with a passion for teaching.Top Reasons to Work with Us- Work remote 2 quarters of each year (with some travel) & get paid to work on passion projects of your choice for 1 quarter!- We are a startup company owned by a global giant so you get the best of both worlds - that startup vibe but with security.- Competitive annual salary and full benefits.What You Will Be DoingSENIOR DATA SCIENTISTWe are looking for Data Scientists to be part of the our Data Science Instructional Team.  We seek individuals who love and excel at analyzing and visualizing data to solve important problems, are passionate about teaching others to be premier data scientists, and are fun to be around and work with.  An ideal candidate should be quick to learn and adapt, care about design of simple, powerful, beautiful interfaces and visuals, love writing code, thrive in creative team efforts, and also have interests and passions beyond data science.ResponsibilitiesOur Senior Data Scientists provide incredible and inspiring Data Science instruction; support the design and teaching of new products and courses and infuse their expertise into our business operations; and continually sharpen their skills through consulting and passion project explorations. We call this approach our 2-1-1 Instructor Model. Teaching the Data Science Bootcamp (2 quarters of the year)Senior Data Scientists spend half the year co-teaching two 12-week bootcamps (20-24 students). On any given day, the amount of lecture time is 1-2 hours, and the remainder of the day is spent directly engaging with and coaching individually the students.•Leading course discussions•Providing personalized support to students•Improving the quality of our curriculum •Offering career guidance and interview supportDeveloping and Teaching New Courses and Supporting Business Operations (1 quarter of the year)Senior Data Scientists spend about one-quarter of the year helping to create and teach new course offerings, as well as infusing our functional areas – admissions, marketing, careers, instructor recruitment  – with their domain expertise.•Creating new courses and/or enhancing existing courses•Providing data science training to corporations•Interviewing and providing feedback on applicants•Speaking at events and conferences•Writing articles and blogs•Assisting with instructor recruitmentSharpening Skills and Pursuing Data Science Passion Projects (1 quarter of the year)Senior Data Scientists spend about one-quarter of the year focused entirely on enhancing their skill set and building their data science knowledge in whatever way they choose.  These three months are intended to be self-driven.  Some ideas include:•Consulting on pro bono data science projects (e.g., with DataKind)•Providing in-house data science project expertise to specific companies•Authoring a book related to data science•Enrolling in data science classes•Working on open source passion projectsWhat You Need for this PositionMust haves:Machine Learning AlgorithmsSolid Python experience 2+ years INDUSTRY experience of data science A passion for teachingPreferred (NOT essential):Ideally Masters or PhD in quantitative fieldPrior teaching experienceWhat's In It for YouPerks of the Role•Part of a team that is transforming education•Three paid months per year to sharpen skills and pursue passion projects•Competitive compensation package•Opportunity to network and develop, both among our internal Data Science speaker community, as well as through our parent company which is a global organization•Opportunity to work in different geographic locations if desiredSo, if you are a Data Scientist who wants to teach, get involved in the business AND get paid to spend 3 months a year working on a data science project of your choice, please apply today!                                    ",['Data SciencePythonscikit.learnVirtual EnvironmentsBayesian InferenceMachine Learning Algorithmsteaching experienc'],100000,160000,130000.0,https://www.cybercoders.com/senior-data-scientist-job-372355
Data Scientist,Senior Data Scientist,"San Francisco, CA",San Francisco,CA,37.7749295,-122.4194155,"This is a very unique Data Science opportunity!   In this role your time would be split as follows:  2 quarters - teaching at our data science bootcamp in SF, 1 quarter - working on business projects, 1 quarter - you'd get paid to work on data science passion projects of your choice!  The latter 2 quarters are REMOTE work.We are a highly successful data science boot-camp with locations in NYC, Chicago, Seattle and San Francisco and we're looking for dynamic Data Scientists with a passion for teaching.Top Reasons to Work with Us- Work remote 2 quarters of each year (with some travel) & get paid to work on passion projects of your choice for 1 quarter!- We are a startup company owned by a global giant so you get the best of both worlds - that startup vibe but with security.- Competitive annual salary and full benefits.What You Will Be DoingSENIOR DATA SCIENTISTWe are looking for Data Scientists to be part of the our Data Science Instructional Team.  We seek individuals who love and excel at analyzing and visualizing data to solve important problems, are passionate about teaching others to be premier data scientists, and are fun to be around and work with.  An ideal candidate should be quick to learn and adapt, care about design of simple, powerful, beautiful interfaces and visuals, love writing code, thrive in creative team efforts, and also have interests and passions beyond data science.ResponsibilitiesOur Senior Data Scientists provide incredible and inspiring Data Science instruction; support the design and teaching of new products and courses and infuse their expertise into our business operations; and continually sharpen their skills through consulting and passion project explorations. We call this approach our 2-1-1 Instructor Model. Teaching the Data Science Bootcamp (2 quarters of the year)Senior Data Scientists spend half the year co-teaching two 12-week bootcamps (20-24 students). On any given day, the amount of lecture time is 1-2 hours, and the remainder of the day is spent directly engaging with and coaching individually the students.•Leading course discussions•Providing personalized support to students•Improving the quality of our curriculum •Offering career guidance and interview supportDeveloping and Teaching New Courses and Supporting Business Operations (1 quarter of the year)Senior Data Scientists spend about one-quarter of the year helping to create and teach new course offerings, as well as infusing our functional areas – admissions, marketing, careers, instructor recruitment  – with their domain expertise.•Creating new courses and/or enhancing existing courses•Providing data science training to corporations•Interviewing and providing feedback on applicants•Speaking at events and conferences•Writing articles and blogs•Assisting with instructor recruitmentSharpening Skills and Pursuing Data Science Passion Projects (1 quarter of the year)Senior Data Scientists spend about one-quarter of the year focused entirely on enhancing their skill set and building their data science knowledge in whatever way they choose.  These three months are intended to be self-driven.  Some ideas include:•Consulting on pro bono data science projects (e.g., with DataKind)•Providing in-house data science project expertise to specific companies•Authoring a book related to data science•Enrolling in data science classes•Working on open source passion projectsWhat You Need for this PositionMust haves:Machine Learning AlgorithmsSolid Python experience 2+ years INDUSTRY experience of data science A passion for teachingPreferred (NOT essential):Ideally Masters or PhD in quantitative fieldPrior teaching experienceWhat's In It for YouPerks of the Role•Part of a team that is transforming education•Three paid months per year to sharpen skills and pursue passion projects•Competitive compensation package•Opportunity to network and develop, both among our internal Data Science speaker community, as well as through our parent company which is a global organization•Opportunity to work in different geographic locations if desiredSo, if you are a Data Scientist who wants to teach, get involved in the business AND get paid to spend 3 months a year working on a data science project of your choice, please apply today!                                    ",['Data SciencePythonscikit.learnVirtual EnvironmentsBayesian InferenceMachine Learning Algorithmsteaching experienc'],100000,160000,130000.0,https://www.cybercoders.com/senior-data-scientist-job-372358
Data Scientist,Senior Data Scientist,"San Jose, CA",San Jose,CA,37.338208200000004,-121.88632859999998,"San Jose, CA, US- RELOCATION INCLUDED! Your application will be considered incomplete unless the screening questions are answered, and incomplete applications cannot be submitted for further review. Please answer all of the screening questions in detail in order to expedite the process.If you are a Senior Data Scientist/Applied Researcher with 8+ years of experience, please read on! Based in the San Jose area, we are a fast growing, results driven, and successful Online Services Company that specializes in eCommerce. Due to growth and demand for our services, we are in need of hiring for a Data Scientist who has over 5 years of industry experience and possess strong Hadoop, Spark, Scala, Python, R, machine learning, Data mining, Information Retrieval/Search, and NLP background with a passion for solving problems.Join our small, highly collaborative team who enjoy working on large-scale, challenging and interesting problems. The apps you will work to create and enhance are used by thousands of users on a daily basis. It’s a rare opportunity to work for such an agile and dynamic company that also has the stability and resources backing it that we have.If you are interested in joining a Work Hard Play Hard company that pushes the envelope in global commerce and 100% cares about providing a great working environment for its employees, then apply immediately.Top Reasons to Work with Us- Great salary, bonuses and healthy stock options- Awesome office culture, unlimited PTO- Work with cutting edge technologies on an elite team for a powerhouse company!What You Need for this PositionMore Than 8 Years of experience and knowledge of:- Data Science- Applied Research- Hadoop/MapReduce/Spark- Programming (R/Scala/Python/Ruby)- Java Or C++- Data Mining- Machine Learning- Information RetrievalWhat's In It for You- Vacation/PTO- Medical- Dental- Vision- Relocation Assistance- Bonus: 10-20% year-end bonus off base salary- Potential Stock Option- 401(k)So, if you are a Senior Data Scientist with 8+ years of experience, please apply today! Your application will be considered incomplete unless the screening questions are answered, and incomplete applications cannot be submitted for further review. Please answer all of the screening questions in detail in order to expedite the process.                                    ",['Data ScienceApplied ResearchHadoop/MapReduce/SparkProgramming (R/Scala/Python/Ruby)Java Or C++Data MiningMachine LearningInformation Retrieva'],Unknown,Unknown,Unknown,https://www.cybercoders.com/senior-data-scientist-job-390523
Data Scientist,Sr. Data Scientist,"Berkeley, CA",Berkeley,CA,37.87159260000001,-122.272747,"Located in beautiful Berkeley, CA, we have a passion for healthcare and are singularly focused on improving our healthcare system for all stakeholders – especially patients - by helping our clients make sense of complex data so they can answer their most challenging questions. We also believe that our distinctive capabilities shouldn’t perpetuate the inertial ‘zero sum game’ where success is measured by how much the winners take from the losers. Only in this way we will be able to positively impact the delivery of healthcare while building a successful company.Top Reasons to Work with Us- HUGE room for Growth- Very Competitive Salary- Great Work/Life BalanceWhat You Will Be DoingInform product strategy, influence the product roadmap, and guide product decisions by: •Accessing and analyzing rich healthcare data to generate insights and make proactive recommendations. •Formulating success metrics for optimizing healthcare resources and patient experience, creating visualizations to monitor them. •Designing and analyzing experiments to test new ideas for optimizing improving our client's precious resources. •Developing models and data-driven solutions that add material insight to our clients understanding of their business and their business environmentWhat You Need for this Position•Minimum 2-5 years outside of PhD/Masters work working as a Data Scientist or Fellow.  •PhD or Masters in a quantitative discipline: Computer Science, Statistics, Applied Mathematics, Operations Research, Engineering  •Working knowledge of healthcare systems and healthcare terminology •Expert in analyzing large complex, multi-dimensional data sets with a variety of tools •Ability to thrive and demonstrate constant applied learning in highly complex, interdisciplinary, and dynamic work environment •Strong programming experience in Python or RWhat's In It for YouFor your hard work, you will be rewarded with a strong compensation package that includes a competitive base salary (D.O.E), excellent medical, dental and health benefits and other cool perks.Interviews are ongoing so, please FULLY COMPLETE THE APPLICATION QUESTIONS INCLUDING THE SELF ASSESSMENT ASAP! Complete applications will receive priority!                                    ",['Python/R/JuliaFormulating metrics for optimizing healthcareExperiment design for client facing optimizationsDeveloping Model/Data driven solutionsAnalysis & Modeling of Large Complex DatasetsPredictive Modeling and AnalyticsClient Facing RolesMachine Learnin'],Unknown,Unknown,Unknown,https://www.cybercoders.com/sr-data-scientist-job-390582
Data Scientist,Senior Data Scientist,"San Francisco, CA",San Francisco,CA,37.7749295,-122.4194155,"This is a very unique Data Science opportunity!   In this role your time would be split as follows:  2 quarters - teaching at our data science bootcamp in SF, 1 quarter - working on business projects, 1 quarter - you'd get paid to work on data science passion projects of your choice (write a book, work on research, take a consulting assignment - your choice)!  The latter 2 quarters are REMOTE work.We are a highly successful data science boot-camp with locations in NYC, Chicago, Seattle and San Francisco and we're looking for dynamic Data Scientists with a passion for teaching.Top Reasons to Work with Us- Work remote 2 quarters of each year (with some travel) & get paid to work on passion projects of your choice for 1 quarter!- We are a startup company owned by a global giant so you get the best of both worlds - that startup vibe but with security.- Competitive annual salary and full benefits.What You Will Be DoingSENIOR DATA SCIENTISTWe are looking for Data Scientists to be part of the our Data Science Instructional Team.  We seek individuals who love and excel at analyzing and visualizing data to solve important problems, are passionate about teaching others to be premier data scientists, and are fun to be around and work with.  An ideal candidate should be quick to learn and adapt, care about design of simple, powerful, beautiful interfaces and visuals, love writing code, thrive in creative team efforts, and also have interests and passions beyond data science.ResponsibilitiesOur Senior Data Scientists provide incredible and inspiring Data Science instruction; support the design and teaching of new products and courses and infuse their expertise into our business operations; and continually sharpen their skills through consulting and passion project explorations. We call this approach our 2-1-1 Instructor Model. Teaching the Data Science Bootcamp (2 quarters of the year)Senior Data Scientists spend half the year co-teaching two 12-week bootcamps (20-24 students). On any given day, the amount of lecture time is 1-2 hours, and the remainder of the day is spent directly engaging with and coaching individually the students.•Leading course discussions•Providing personalized support to students•Improving the quality of our curriculum •Offering career guidance and interview supportDeveloping and Teaching New Courses and Supporting Business Operations (1 quarter of the year)Senior Data Scientists spend about one-quarter of the year helping to create and teach new course offerings, as well as infusing our functional areas – admissions, marketing, careers, instructor recruitment  – with their domain expertise.•Creating new courses and/or enhancing existing courses•Providing data science training to corporations•Interviewing and providing feedback on applicants•Speaking at events and conferences•Writing articles and blogs•Assisting with instructor recruitmentSharpening Skills and Pursuing Data Science Passion Projects (1 quarter of the year)Senior Data Scientists spend about one-quarter of the year focused entirely on enhancing their skill set and building their data science knowledge in whatever way they choose.  These three months are intended to be self-driven.  Some ideas include:•Consulting on pro bono data science projects (e.g., with DataKind)•Providing in-house data science project expertise to specific companies•Authoring a book related to data science•Enrolling in data science classes•Working on open source passion projectsWhat You Need for this PositionMust haves:Machine Learning AlgorithmsSolid Python experience 2+ years INDUSTRY experience of data science A passion for teachingPreferred (NOT essential):Ideally Masters or PhD in quantitative fieldPrior teaching experienceWhat's In It for YouPerks of the Role•Part of a team that is transforming education•Three paid months per year to sharpen skills and pursue passion projects•Competitive compensation package•Opportunity to network and develop, both among our internal Data Science speaker community, as well as through our parent company which is a global organization•Opportunity to work in different geographic locations if desiredSo, if you are a Data Scientist who wants to teach, get involved in the business AND get paid to spend 3 months a year working on a data science project of your choice, please apply today!                                    ",['Data SciencePythonscikit.learnVirtual EnvironmentsBayesian InferenceMachine Learning Algorithmsteaching experienc'],100000,160000,130000.0,https://www.cybercoders.com/senior-data-scientist-job-393702
Data Scientist,Senior Data Scientist,"San Francisco, CA",San Francisco,CA,37.7749295,-122.4194155,"Are you attracted to a role which is part teaching & part business projects & every third quarter you would be able to work on a passion project of your own choice?  For the passion projects quarters you could write a book, take a pro bono consulting assignment or work on personal research projects, all while getting paid a full time salary!We are a highly successful data science bootcamp with locations in San Francisco, Seattle, Chicago and New York.  If you're passionate about data science and teaching please read on..............Top Reasons to Work with Us- Share your passion for teaching in a full time salaried role- Every 3rd quarter you get to work on your passion project- Work for a company where you get to meet and interact with some of the most prestigious data scientists in the data science community.  We have guest speakers from across the globe who are leaders in the field.What You Will Be DoingWe are looking for Data Scientists to be part of the our Data Science Instructional Team.  We seek individuals who love and excel at analyzing and visualizing data to solve important problems, are passionate about teaching others to be premier data scientists, and are fun to be around and work with.  An ideal candidate should be quick to learn and adapt, care about design of simple, powerful, beautiful interfaces and visuals, love writing code, thrive in creative team efforts, and also have interests and passions beyond data science.ResponsibilitiesOur Senior Data Scientists provide incredible and inspiring Data Science instruction; support the design and teaching of new products and courses and infuse their expertise into our business operations; and continually sharpen their skills through consulting and passion project explorations.  Your role will be a mix of teaching, business projects and passion projects.  You will teach two quarters, every third quarter is a passion projects quarter and then throughout you will assist with business projects which could include product development, helping with admissions, attending conferences, writing articles. Teaching quarters:On any given day, the amount of lecture time is 1-2 hours, and the remainder of the day is spent directly engaging with and coaching individually the students.•Leading course discussions•Providing personalized support to students•Improving the quality of our curriculum •Offering career guidance and interview supportEvery third quarter:Sharpening Skills and Pursuing Data Science Passion Projects You'll be focused entirely on enhancing your skill set and building your data science knowledge in whatever way you choose.  These three months are intended to be self-driven.  Some ideas include:•Consulting on pro bono data science projects (e.g., with DataKind)•Providing in-house data science project expertise to specific companies•Authoring a book related to data science•Enrolling in data science classes•Working on open source passion projectsWhat You Need for this PositionMust haves:Machine Learning AlgorithmsPython2+ years INDUSTRY experience of data science Stellar communication skillsGenuine passion/enthusiasm for educationPreferred skills/experience:Ideally Masters or PhD in quantitative fieldPrior teaching experienceWhat's In It for YouPerks of the Role•Part of a team that is transforming education•Every third quarter you're paid to sharpen skills and pursue passion projects•Competitive compensation package•Opportunity to network and develop, both among our internal Data Science speaker community, as well as through our parent company which is a global organization•Opportunity to work in different geographic locations (NYC, San Francisco, Chicago, Seattle)So, if you are a Senior Data Scientist with 2+ years INDUSTRY experience of data science, Python and a passion for teaching, please apply today!                                    ",['Data SciencePythonscikit.learnVirtual EnvironmentsBayesian InferenceMachine Learning AlgorithmsPrior teaching experience (not essential'],100000,160000,130000.0,https://www.cybercoders.com/senior-data-scientist-job-402280
Data Scientist,Senior Data Scientist,"Chicago, IL",Chicago,IL,41.8781136,-87.62979820000001,"Are you attracted to a role which is part teaching & part business projects & every third quarter you would be able to work on a passion project of your own choice?  For the passion projects quarters you could write a book, take a pro bono consulting assignment or work on personal research projects, all while getting paid a full time salary!We are a highly successful data science bootcamp with locations in San Francisco, Seattle, Chicago and New York.  If you're passionate about data science and teaching please read on..............Top Reasons to Work with Us- Share your passion for teaching in a full time salaried role- Every 3rd quarter you get to work on your passion project- Work for a company where you get to meet and interact with some of the most prestigious data scientists in the data science community.  We have guest speakers from across the globe who are leaders in the field.What You Will Be DoingWe are looking for Data Scientists to be part of the our Data Science Instructional Team.  We seek individuals who love and excel at analyzing and visualizing data to solve important problems, are passionate about teaching others to be premier data scientists, and are fun to be around and work with.  An ideal candidate should be quick to learn and adapt, care about design of simple, powerful, beautiful interfaces and visuals, love writing code, thrive in creative team efforts, and also have interests and passions beyond data science.ResponsibilitiesOur Senior Data Scientists provide incredible and inspiring Data Science instruction; support the design and teaching of new products and courses and infuse their expertise into our business operations; and continually sharpen their skills through consulting and passion project explorations.  Your role will be a mix of teaching, business projects and passion projects.  You will teach two quarters, every third quarter is a passion projects quarter and then throughout you will assist with business projects which could include product development, helping with admissions, attending conferences, writing articles. Teaching quarters:On any given day, the amount of lecture time is 1-2 hours, and the remainder of the day is spent directly engaging with and coaching individually the students.•Leading course discussions•Providing personalized support to students•Improving the quality of our curriculum •Offering career guidance and interview supportEvery third quarter:Sharpening Skills and Pursuing Data Science Passion Projects You'll be focused entirely on enhancing your skill set and building your data science knowledge in whatever way you choose.  These three months are intended to be self-driven.  Some ideas include:•Consulting on pro bono data science projects (e.g., with DataKind)•Providing in-house data science project expertise to specific companies•Authoring a book related to data science•Enrolling in data science classes•Working on open source passion projectsWhat You Need for this PositionMust haves:Machine Learning AlgorithmsPython2+ years INDUSTRY (excluding research) experience of data science Stellar communication skillsGenuine passion/enthusiasm for educationPreferred skills/experience:Ideally Masters or PhD in quantitative fieldPrior teaching experienceWhat's In It for YouPerks of the Role•Part of a team that is transforming education•Every third quarter you're paid to sharpen skills and pursue passion projects•Competitive compensation package•Opportunity to network and develop, both among our internal Data Science speaker community, as well as through our parent company which is a global organization•Opportunity to work in different geographic locations (NYC, San Francisco, Chicago, Seattle)So, if you are a Senior Data Scientist with 2+ years INDUSTRY experience of data science, Python and a passion for teaching, please apply today!                                    ",['Data SciencePythonscikit.learnBayesian InferenceMachine Learning Algorithm'],100000,160000,130000.0,https://www.cybercoders.com/senior-data-scientist-job-407455
Data Scientist,Lead Data Scientist,"New York City, NY",New York City,NY,40.7127753,-74.0059728,"If you are a Lead Data Scientist that is passionate about Art, please read on!Top Reasons to Work with Us- Silicon Valley Start - Up designing a cutting edge crowd sourcing equity platform as for the first time individuals are able to invest assets withing the world class Art Market- First Quantitative Investment firm in the Art Market pioneering strategies that are highly liquid and show high historical returns and transparency to investing- World - Class team of Data Scientists, Product Managers, and Software Engineers from Stanford University, MIT, and Harvard University- Allows for the diversification of investors portfolios within art asset derivatives based on risk tolerance, expertly curated art collections in Switzerland, and data driven resultsWhat You Will Be Doing- Growing data Science team, adapting data analysts and teaching them python, machine learning, and natural language processing- Working with numerical, categorical, temporal, image/text, translating data through natural language processes - Using Computer Vision, Deep Vision, Classical Machine Learning, and Time Series to derive data insight- Willing, interested and capable of sitting in the round table positions with the leadership and product team to decide product visionWhat You Need for this PositionSalary Range: $120k - $200kMust Haves: - Grow a Data Science Team- Machine Learning- Computer Vision- Natural Language Processing- Python- Statistics- Data ScienceNice to Haves: - Postgres- Docker- Kubernetes- Google Cloud- jupyter,  Pandas, Numpy, Scikit-learn, TensorFlow, SpaCyWhat's In It for YouCompetitive Compensation PackageStartup CultureFin Tech Hedge Funds401k w/MatchBonusEquitySo, if you are a Lead Data Scientist with experience in ML, NLP, and Computer Vision, please apply today!                                    ",['PythonManagementMachine LearningStatisticsData Scienc'],120000,200000,160000.0,https://www.cybercoders.com/lead-data-scientist-job-411679
Data Scientist,Lead Data Scientist,"New York City, NY",New York City,NY,40.7127753,-74.0059728,"If you are a Lead Data Scientist that is passionate about Art, please read on!Top Reasons to Work with Us- Silicon Valley Start - Up designing a cutting edge crowd sourcing equity platform as for the first time individuals are able to invest assets withing the world class Art Market- First Quantitative Investment firm in the Art Market pioneering strategies that are highly liquid and show high historical returns and transparency to investing- World - Class team of Data Scientists, Product Managers, and Software Engineers from Stanford University, MIT, and Harvard University- Allows for the diversification of investors portfolios within art asset derivatives based on risk tolerance, expertly curated art collections in Switzerland, and data driven resultsWhat You Will Be Doing- Growing data Science team, adapting data analysts and teaching them python, machine learning, and natural language processing- Working with numerical, categorical, temporal, image/text, translating data through natural language processes - Using Computer Vision, Deep Vision, Classical Machine Learning, and Time Series to derive data insight- Willing, interested and capable of sitting in the round table positions with the leadership and product team to decide product visionWhat You Need for this PositionSalary Range: $150k - $200kMust Haves: - Grow a Data Science Team- Machine Learning- Computer Vision- Natural Language Processing- Python- Statistics- Data ScienceNice to Haves: - Postgres- Docker- Kubernetes- Google Cloud- jupyter,  Pandas, Numpy, Scikit-learn, TensorFlow, SpaCyWhat's In It for YouCompetitive Compensation PackageStartup CultureFin Tech Hedge Funds401k w/MatchBonusEquitySo, if you are a Lead Data Scientist with experience in ML, NLP, and Computer Vision, please apply today!                                    ",['PythonManagementMachine LearningStatisticsData Scienc'],150000,200000,175000.0,https://www.cybercoders.com/lead-data-scientist-job-411683
Data Scientist,Senior Data Scientist,"Hazlet, NJ",Hazlet,NJ,40.4289526,-74.16509909999998,"Senior Data Scientist - Machine Learning, Python, Tableau - Northern New JerseyWe are an international chemical organization at the forefront of consumer experience.  Our global procurement team is expanding and we need to add a hands-on Senior Data Scientist with a focus on algorithms, analytics, and competitive advantage.This team is partnering with people worldwide so a passion for collaboration is important.Top Reasons to Work with Us- international business of global importance- we have a hand in helping to deliver 50,000 products to the market yearly!- vast Northern NJ campus- the opportunity to work with an incredible team locally and around the worldWhat You Need for this Position5+ years as a Data Scientist working with the following -- Machine Learning- Python- Tableau- Hadoop- R- Large Data Set Organization & Analytics- Statistical Modeling- Algorithmic Development- Data Visualizations & Reporting- AutomationMBA or other graduate degree.If you are a Python oriented Senior Data Scientist in the Northern NJ area, please apply today!  We're looking forward to receiving your resume and application!                                    ",['Machine LearningPythonTableauHadoopRLarge Data Set Organization & AnalyticsStatistical ModelingAlgorithmic developmentData Visualizations & ReportingAutomatio'],130000,150000,140000.0,https://www.cybercoders.com/senior-data-scientist-job-415365
Data Scientist,Chief Data Scientist,"Philadelphia, PA",Philadelphia,PA,39.9525839,-75.1652215,"Chief Data Scientist - AI, Machine Learning, Python - PhillyWe are creating and AI product that will revolutionize the way that relationships are established.  Our platform utilizes a series of algorithms built to deeply identify core skills and specific needs.  This Senior or Chief Data Scientist should be extremely passionate about data science, willing to mentor a small but growing team while building their own career towards leadership and remaining involved in a hands-on capacity.Top Reasons to Work with Us- angel and seed funding on the cusp of revenue and high-growth- an intentional and deliberate approach to problem solving and product development- work from home / in tandem with small local team for most of 2018 - provided you are in Philly!What You Need for this Position6+ years of experience requested.- Data Science- Machine Learning- Python- scalability of code & product & modeling- closed-looped analytics- AI product expertiseIf you are a Chief Data Scientist with an interest in AI and local to Philadelphia, please apply today!                                    ",['Data ScienceMachine LearningPythonscalability of code & product & modelingclosed-looped analyticsAI product expertis'],Unknown,Unknown,Unknown,https://www.cybercoders.com/chief-data-scientist-job-416862
Data Scientist,Chief Data Scientist,"San Francisco, CA",San Francisco,CA,37.7749295,-122.4194155,"Chief Data Scientist - AI, Machine Learning, Python - the Bay Area (provided you're local you can work remotely)We are creating and AI product that will revolutionize the way that relationships are established.  Our platform utilizes a series of algorithms built to deeply identify core skills and specific needs.  This Senior or Chief Data Scientist should be extremely passionate about data science, willing to mentor a small but growing team while building their own career towards leadership and remaining involved in a hands-on capacity.Top Reasons to Work with Us- angel and seed funding on the cusp of revenue and high-growth- an intentional and deliberate approach to problem solving and product development- work from home / in tandem with small local team for most of 2018 - provided you are in the Bay!What You Need for this Position6+ years of experience requested.- Data Science- Machine Learning- Python- scalability of code & product & modeling- closed-looped analytics- AI product expertiseIf you are a Chief Data Scientist with an interest in AI and local to the Bay Area, please apply today!                                    ",['Data ScienceMachine LearningPythonscalability of code & product & modelingclosed-looped analyticsAI product expertis'],Unknown,Unknown,Unknown,https://www.cybercoders.com/chief-data-scientist-job-416915
