Search,Title,Location,Cities,States,Latitude,Longitude,Description,Skills,Min_Salary,Max_Salary,Mean_Salary,URL
Data Analyst,Data Reporting Analyst,"Washington, DC",Washington,DC,38.9071923,-77.03687070000001,"If you are a Data Reporting Analyst with SQL and VBA (or Excel) experience, read on!This is a full-time position ideal for an ambitious self-starter with an established background in data analysis and a strong sense of intellectual curiosity. Working with the Chief Credit Officer, they will help design, develop, implement, and maintain a comprehensive suite of business intelligence tools to inform and support key business decisions at the Executive level.What You Will Be Doing- Maintain and enhance end-user data tables and reporting tools- Perform daily pricing analyses and publish mortgage rates- Produce management reports to monitor the Company's sales and operational performance- Support exploratory data analyses and predictive modeling to improve efficiencies and better understand credit risksWhat You Need for this PositionAt Least 1 Year of experience and knowledge of:- SQL- Visual Basics- Excel- AccessSo, if you are a Data Reporting Analyst with experience, please apply today!                                    ",['SQLVisual BasicsExcelAcces'],Unknown,Unknown,Unknown,https://www.cybercoders.com/data-reporting-analyst-job-248921
Data Analyst,Data Reporting Analyst,"Pittsburgh, PA",Pittsburgh,PA,40.44062479999999,-79.9958864,"If you are a Data Reporting Analyst with SQL and VBA (or Excel) experience, read on!This is a full-time position ideal for an ambitious self-starter with an established background in data analysis and a strong sense of intellectual curiosity. Working with the Chief Credit Officer, they will help design, develop, implement, and maintain a comprehensive suite of business intelligence tools to inform and support key business decisions at the Executive level.What You Will Be Doing- Maintain and enhance end-user data tables and reporting tools- Perform daily pricing analyses and publish mortgage rates- Produce management reports to monitor the Company's sales and operational performance- Support exploratory data analyses and predictive modeling to improve efficiencies and better understand credit risksWhat You Need for this PositionAt Least 1 Year of experience and knowledge of:- SQL- Visual Basics- Excel- AccessSo, if you are a Data Reporting Analyst with experience, please apply today!                                    ",['SQLVisual BasicsExcelAcces'],Unknown,Unknown,Unknown,https://www.cybercoders.com/data-reporting-analyst-job-249797
Data Analyst,Data Management Analyst,"New York City, NY",New York City,NY,40.7127753,-74.0059728,"If you are an Data Management Analyst with experience, please read on!We are a solid, global organization looking for a Data Management Analyst to join our team.  This is a hands-on role where you support the data collection processes working across the organization.   You will work with the business to understand and gather requirements and work across the project teams to develop the data management solutions.  You will be performing data analysis including data modeling, profiling and creating data dictionaries and you will be the point of contact for the business. You must have a strong background working with Oracle, Excel, Data Governance, Data Analysis, Data Mapping and Metadata Management with a strong understanding of the full Software Development Life Cycle (SDLC).What You Need for this PositionRequirements:Bachelor's degree in Computer Science or related field2+ years of Data Management Experience which includes data analysisTechnical experience in:Data Management working with Oracle (data modeling, profiling, data dictionaries)Microsoft ExcelData QualityData MappingData GovernanceMetadata ManagementSoftware Development Life Cycle (SDLC)Pluses:Reference Data ManagementMaster Data ManagementExperience in the financial industryWhat's In It for YouWe offer a strong compensation package, base, bonus with excellent benefits!Local Candidates ONLY please.So, if you are a Data Management Analyst with experience, please apply today!                                    ",['ExcelOracleSQLMetadataReference Data ManagementMaster Data Managemen'],Unknown,Unknown,Unknown,https://www.cybercoders.com/data-management-analyst-job-397752
Data Analyst,Lead Data Science Analyst,"Atlanta, GA",Atlanta,GA,33.7489954,-84.3879824,"If you are a Lead Data Science Analyst with Python, Tableau, and SQL experience, please read on!We are a leading real estate services company with multiple locations across the US looking to expand our business intelligence/marketing analytics division to support our massive systems of users and we need you to make our 2018 goals happen!Top Reasons to Work with Us- Competitive compensation AND comprehensive benefits package- Recently renovated office- Work hard, play hard mentality - Interact with a dynamic and past-paced team of professionals- High Career MobilityWhat You Need for this PositionMust Have:- A bachelor's degree or higher in a technical discipline - 5+ years experience in statistical analysis using Python or R- data visualization with Tableau- strong SQL background- Previous experience with consumer-facing digital productsNice to Have:- Automated Analytics- Marketing analytics tools (Google/Adobe Analytics, etc.)What's In It for You- Competitive base salary- Bonus potential- Regular performance/salary reviews- Healthcare benefits- PTO- Work/life balance- Casual company cultureSo, if you are a Lead Data Science Analyst with Python, Tableau, and SQL experience, please apply today!                                    ",['PythonSQLTablea'],Unknown,Unknown,Unknown,https://www.cybercoders.com/lead-data-science-analyst-job-424003
Data Analyst,Senior Data Science Analyst,"Atlanta, GA",Atlanta,GA,33.7489954,-84.3879824,"If you are a Senior Data Science Analyst with Python, Tableau, and SQL experience, please read on!We are a leading real estate services company with multiple locations across the US looking to expand our business intelligence/marketing analytics division to support our massive systems of users and we need you to make our 2018 goals happen!Top Reasons to Work with Us- Competitive compensation AND comprehensive benefits package- Recently renovated office- Work hard, play hard mentality - Interact with a dynamic and past-paced team of professionals- High Career MobilityWhat You Need for this PositionMust Have:- A bachelor's degree or higher in a technical discipline - 5+ years experience in statistical analysis using Python or R- data visualization with Tableau- strong SQL background- Previous experience with consumer-facing digital productsNice to Have:- Automated Analytics- Marketing analytics tools (Google/Adobe Analytics, etc.)What's In It for You- Competitive base salary- Bonus potential- Regular performance/salary reviews- Healthcare benefits- PTO- Work/life balance- Casual company cultureSo, if you are a Senior Data Science Analyst with Python, Tableau, and SQL experience, please apply today!                                    ",['PythonSQLTablea'],Unknown,Unknown,Unknown,https://www.cybercoders.com/senior-data-science-analyst-job-424004
Data Analyst,Data Warehouse Analyst,"Pleasanton, CA",Pleasanton,CA,37.6624312,-121.8746789,"If you are a Data Warehouse Analyst with experience, please read on!We are based in Pleasanton, CA, and have been in business since 1932. We pride ourselves on providing great financial services to our members. We were one of the Bay  Area's Best and Brightest companies to work for in 2017. We are always looking to add talented individuals to our team, and right now we are looking for a Data Warehouse Analyst!Top Reasons to Work with Us- Extensive History- Award Winning Culture- Excellent BenefitsWhat You Will Be DoingThe Database Warehouse Analyst will be involved in the design and development of our data warehouse as well as providing timely and accurate reports and dashboards. This individual will need to be comfortable working with all levels of the organization. Strong SQL and data analysis experience is a must. Essential Functions & Responsibilities:30% Develop and maintain SQL Server 2008 R2 data warehouse housing multiple data sources. Develop and maintain highly complex reports using SQL queries, stored procedures, and SQL Server Reporting Services (SSRS).20% Develop and maintain integrations between our core XP2 platform and additional applications.20% Develop and maintain analytical charts and dashboards for multiple departments. Improve business process to enhance overall data quality, automation and efficiency.15% Develop and maintain tracking for automated processes to ensure quick system failure response time.10% Provide and/or interpret information and data across multiple divisions and departments.5%Ensure accuracy and integrity of data provided to internal and external partners.What You Need for this PositionQuality:- Bachelor's Degree- Data warehousing and date modeling- SQL Server Development - writing stored procedures and table/scalar value functions- SSIS/SSRS reportsBONUS- PowerBI, Python, PHP, Front-End, ASP.NETWhat's In It for YouCompetitive Salary and BenefitsSo, if you are a Data Warehouse Aanalyst with experience, please apply today!                                    ",['SQL Server DevelopmentTSQLSSIS/SSRSData Warehousing and Data ModelingC#/OO'],75000,90000,82500.0,https://www.cybercoders.com/data-warehouse-analyst-job-426151
Data Analyst,Data Analyst - Full Scope / Lifestyle Clearance,"Mclean, VA",Mclean,VA,38.933867600000006,-77.17726040000001,"Have a Full Scope / Lifestyle Clearance? Want to make a HUGE impact on benefiting our country??RELOCATION TO DC / NORTHERN VIRGINIA / MARYLAND AVAILABLEBased in Tysons Corner, we are looking for a sharp Data Analyst / Systems Engineer that will be working on tactical and operational intelligence programs that will make a TREMENDOUS difference for our country!! While there may be many ""jobs"" that ""help"" the government, this position will give you unrivaled opportunities to work on a remarkable team that interacts a variety of top government entities that directly has a positive impact for the people of America!!If you have a Full Scope / Lifestyle Clearance with a background in Data Analysis/Intelligence and/or Systems Engineering, please read on!What You Will Be DoingWe are working on highly confidential initiatives that will drive decisions for a variety of government entities and are looking for leaders who have the right qualities to work on our ""seal team-esque"" intelligence/technology team! We are flexible in skill sets and experience for highly driven candidates with clearance and/or intangible characteristics of high-level operations projects.What You Need for this Position-  Full Scope / Lifestyle Clearance (or ability to quickly attain clearance)- Background in Data Analysis/Intelligence and/or Systems Engineering- Knowledge or experience with data that drives key decisions is a plus- Knowledge or experience with tactical/operational intelligence is a plus- Knowledge or experience with law enforcement, military, government, or other highly-regulated industries is a plusSo, if you have a Full Scope / Lifestyle Clearance with a background in Data Analysis/Intelligence and/or Systems Engineering, please apply today!                                    ",['Data AnalysisLifestyle PolygraphSystems EngineeringIntelligenceFull Scop'],Unknown,Unknown,Unknown,https://www.cybercoders.com/data-analyst-full-scope-lifestyle-clearance-job-423025
Data Analyst,Mid Data Analyst with Tableau  & SQL Experience needed asap!,"Mckinney, TX",Mckinney,TX,33.197246500000006,-96.6397822,"If you are a Data Analyst with experience, please read on!Top Reasons to Work with UsBased in DFW, we are an innovative development studio. We are seeking a Mid Level Data Analyst to join our industry best-selling team.  We are offering compensation packages that range from $100K-$140K DOE, 401K, Vacation, Excellent Health Packages- Singles are free for standard coverage, additional members healthcare plans can be provided upon request. We have an amazing culture that lives by ""Work hard, play hard."" As long as you have passion in what you do, and the drive to be a self starter, you will be successful in our environment.What You Will Be Doing-Solely maintain and refine key analytic products.-Proactively generate insights to improve software production.-Create a vision for KPIs. -Stay ahead of the trend, relay key insights to stakeholders.-Strong knowledge of Tableau to create and distribute content for our stakeholders.What You Need for this PositionAt Least 3 Years of experience and knowledge of:MUST HAVES:-Proven track record of strong Tableau experience.-Deep knowledge of SQL, specifically extracting and aggregating data.-Strong knowledge of Excel- Pivot Tables, vlookup or index/match, ""ifs"" statements.CPG Analytics is a plusWhat's In It for You-Compensation Packages Ranging from $100K-$140K.-401 K - Excellent Health Benefits- Free for Standard Health Plans for Singles Additional Member Details provided upon request.-VacationApplicants must be currently authorized to work in the United States on a full-time basis. Please email your most updated resume to Alice.Dam@cybercoders.com to apply today! So, if you are a Mid Data Analyst with Tableau  & SQL Experience needed asap, please apply today to this amazing opportunity!                                    ",['Data AnalystTableauSQL Data Analys'],100000,140000,120000.0,https://www.cybercoders.com/mid-data-analyst-with-tableau-sql-experience-needed-asap-job-419105
Data Analyst,"Data Analyst - R, Excel, or SAS, Data Visualization/Dashboarding","New York City, NY",New York City,NY,40.7127753,-74.0059728,"If you are a talented Data Analyst with strong communication skills, please read on!Headquartered in New York, we are a very well-established and highly prolific education organization that is making a colossal splash in the industry. With our schools consistently ranking in the top 1%-5% in a wide variety of studies, we are making history every single day. We have achieved this because it's our calling. It's what we love to do! Providing an exploration-driven curriculum focused on each individual child is the linchpin of our business and we are currently experiencing tremendously rapid growth due to our communities calling for more!We are looking for a bright and skilled Data Analyst who yearns to do impactful, purpose-driven work to join our team. The ideal candidate will possess strong experience with R, Data Visualization using Tableau, SQL, ETL, KPI Reporting/Analysis, and advanced Excel skills. They will also have strong Communication, Interpersonal, and Presentation skills. If this sounds like you, we would love to tell you more about this phenomenal opportunity!We are happy to offer the right candidate very competitive compensation that includes a base salary of up to $100k (DOE) and exceptional benefits.Top Reasons to Work with Us1. Passionate, Driven, and All-Around Amazing Team2. Huge Growth Potential3. Exciting and Rewarding Work!What You Will Be Doing- Conducting data analysis in support of a variety of analytic solutions- Creating and producing forecasts, reports, ad hoc requests, dashboards, etc.- Creating and disseminating information and tools that empower schools to do their jobs effectively- Providing real-time customer service to school-based teams in order to maintain operational efficiency across our network- Creating project plans and timelines to support team priorities and goals, and holding team members accountable- Developing databases and implementing data standards and data quality monitoring tools to filter and clean data- Preparing monthly dashboard reports, identifying trends and presenting thoughtful, actionable solutions- Skillfully and confidently presenting operations metrics and school health data to diverse constituencies- Crafting and telling stories using data to advance department initiatives and gain buy-in from senior management and school teams- Training Network and school-based staff on data systems- Documenting and training end users on reports and dashboardsWhat You Need for this PositionRequired:- Data Analysis- Data Visualization (Tableau) to Support Senior Management Decision Making- R, Excel, SAS- SQL- KPI Reporting/Analysis- Excel (Analyzing, manipulating, and presenting large amounts of data)- Strong Communication, Interpersonal, and Presentation SkillsNice to Haves:- ETL- People Management- Database Development- Trello, SurveyGizmo, Periscope, Docusign, EMMA, or School MessengerWhat's In It for You- Healthcare Paid for 100%- 401k Matching- 4 Weeks PTOSo if you're a talented Data Analyst, please apply TODAY!                                    ",['Data AnalysisData visualization/DashboardsTableauData Standardization/CleansingPeople ManagementR programmingSQLETLKPI Reporting/AnalysisExce'],90000,100000,95000.0,https://www.cybercoders.com/data-analyst-r-excel-or-sas-data-visualization-dashboarding-job-410635
Data Analyst,"Data Analyst - R, Data Visualization/Dashboarding (Tableau)","New York City, NY",New York City,NY,40.7127753,-74.0059728,"If you are a talented Data Analyst with strong communication skills, please read on!Headquartered in New York, we are a very well-established and highly prolific education organization that is making a colossal splash in the industry. With our schools consistently ranking in the top 1%-5% in a wide variety of studies, we are making history every single day. We have achieved this because it's our calling. It's what we love to do! Providing an exploration-driven curriculum focused on each individual child is the linchpin of our business and we are currently experiencing tremendously rapid growth due to our communities calling for more!We are looking for a bright and skilled Data Analyst who yearns to do impactful, purpose-driven work to join our team. The ideal candidate will possess strong experience with R, Data Visualization using Tableau, SQL, ETL, KPI Reporting/Analysis, and advanced Excel skills. They will also have strong Communication, Interpersonal, and Presentation skills. If this sounds like you, we would love to tell you more about this phenomenal opportunity!We are happy to offer the right candidate very competitive compensation that includes a base salary of up to $100k (DOE) and exceptional benefits.Top Reasons to Work with Us1. Passionate, Driven, and All-Around Amazing Team2. Huge Growth Potential3. Exciting and Rewarding Work!What You Will Be Doing- Conducting data analysis in support of a variety of analytic solutions- Creating and producing forecasts, reports, ad hoc requests, dashboards, etc.- Creating and disseminating information and tools that empower schools to do their jobs effectively- Providing real-time customer service to school-based teams in order to maintain operational efficiency across our network- Creating project plans and timelines to support team priorities and goals, and holding team members accountable- Developing databases and implementing data standards and data quality monitoring tools to filter and clean data- Preparing monthly dashboard reports, identifying trends and presenting thoughtful, actionable solutions- Skillfully and confidently presenting operations metrics and school health data to diverse constituencies- Crafting and telling stories using data to advance department initiatives and gain buy-in from senior management and school teams- Training Network and school-based staff on data systems- Documenting and training end users on reports and dashboardsWhat You Need for this PositionRequired:- Data Analysis- Data Visualization (Tableau) to Support Senior Management Decision Making- R- SQL- KPI Reporting/Analysis- Excel (Analyzing, manipulating, and presenting large amounts of data)- Strong Communication, Interpersonal, and Presentation SkillsNice to Haves:- ETL- People Management- Database Development- Trello, SurveyGizmo, Periscope, Docusign, EMMA, or School MessengerWhat's In It for You- Healthcare Paid for 100%- 401k Matching- 4 Weeks PTOSo if you're a talented Data Analyst, please apply TODAY!                                    ",['Data AnalysisData visualization/DashboardsTableauData Standardization/CleansingPeople ManagementR programmingSQLETLKPI Reporting/AnalysisExce'],90000,100000,95000.0,https://www.cybercoders.com/data-analyst-r-data-visualization-dashboarding-tableau-job-415744
