,Job Title,Location,Job Salary,Job Description,Preferred Skills
224,Sr. Data Warehouse Engineer,"North Hollywood, CA","['120', '150']","Based in North Hollywood, CA we are a well established Health Analytics company that is currently experiencing rapid growth.We are currently building out our data engineering team and are currently looking for a Sr. Data Warehouse Engineer who has 5+ years of professional experience. If you are a Sr. Data Warehouse Engineer with experience, please read on!What You Will Be DoingBuild, develop and design Big Data/NoSQL solutions and SQL Server Databases.Design and deploy complex ETL, SSIS and SQL solutions.Carry out responsibilities associated with Data Integration, Modeling, Analytics or Reporting.What You Need for this Position•4-year degree preferred •Microsoft BI Stack, SSIS, SSAS, Netezza, MicroStrategy and Big Data experience is a preferred•At least 8 years’ experience of all 4 of the following BI disciplines: Data Integration, Modeling, Analytics or Reporting•10 years of SQL experience •Closely involved in learning and teaching industry trends and practices along with your past experiences•A record of accomplishment of designing, deploying and evolving ETL solutions to meet business requirements via creating SQL and SSIS best practices for multiple platforms.•Proven analytical, troubleshooting and problem-solving skills and ability to communicate well, even to non-technical users•Built rock solid relational databases solutions along with designing, implementing, testing, migrating, deploying and managing ETL solutions: Core functional ETL processing (extract transform, and load).•Built solutions by leveraging advanced testing techniques and implemented proper audits, alerts, and notifications that proactively measures failures before they happen along with mentoring others to do the same. •Strong desire to teach and mentor other developers along with proven ability to work autonomously or in a team settingWhat's In It for YouBase salary, performance bonus, excellent company benefits, PTO, flexible work hours and challenging technical projects.So, if you are a Sr. Data Warehouse Engineer with 5+ years of professional experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        SQL Server                                                                                                                                                                                                                                    Database Design                                                                                                                                                                                                                                    Ssis                                                                                                                                                                                                                                    Big Data tools/technologies                                                                                                                                                
225,Data Warehouse Engineer,"Atlanta, GA",[],"If you are a Data Warehouse Engineer with ETL and SQL Server experience, please read on!We are a leading auto parts retail company with multiple locations across the US looking to expand our business intelligence division to support our massive database and we need you to make our 2018 goals happen!We are exclusively a SQL Server shop and looking to hire for multiple positions across multiple experience levels.   If you are passionate about data warehousing and looking to take the next step in your career, then this is the position for you!Top Reasons to Work with Us- Competitive compensation AND comprehensive benefits package- Recently renovated office- Work hard, play hard mentality - Interact with a dynamic and past-paced team of professionals- High Career MobilityWhat You Will Be DoingDesigning and Deploying from scratch:-Databases-Data models-Database vision-Table evolution-Data architectureWhat You Need for this PositionMust Have:- A bachelor's degree or higher in a technical discipline (Computer Science preferred)- At least 5 years hands-on experience with SQL Server- At least 5 years deploying and designing databases- ETL / data pipelines- Passion for Data WarehousingNice to Have:- Supply Chain Industry experience- E-commerce experienceWhat's In It for You- Competitive base salary- Bonus potential- Regular performance/salary reviews- Healthcare benefits- PTO- Work/life balance- Casual company cultureSo, if you are a Data Warehouse Engineer with ETL and SQL Server experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        ETL                                                                                                                                                                                                                                    Business Intelligence                                                                                                                                                                                                                                    SQL Server                                                                                                                                                
226,Data Warehouse Developer,"Atlanta, GA",[],"If you are a Data Warehouse Developer with ETL and SQL Server experience, please read on!We are a leading auto parts retail company with multiple locations across the US looking to expand our business intelligence division to support our massive database and we need you to make our 2018 goals happen!We are exclusively a SQL Server shop and looking to hire for multiple positions across multiple experience levels.   If you are passionate about data warehousing and looking to take the next step in your career, then this is the position for you!Top Reasons to Work with Us- Competitive compensation AND comprehensive benefits package- Recently renovated office- Work hard, play hard mentality - Interact with a dynamic and past-paced team of professionals- High Career MobilityWhat You Will Be DoingDesigning and Deploying from scratch:-Databases-Data models-Database vision-Table evolution-Data architectureWhat You Need for this PositionMust Have:- A bachelor's degree or higher in a technical discipline (Computer Science preferred)- At least 5 years hands-on experience with SQL Server- At least 5 years deploying and designing databases- ETL / data pipelines- Passion for Data WarehousingNice to Have:- Automotive and /or Supply Chain Industry experience- E-commerce experienceWhat's In It for You- Competitive base salary- Bonus potential- Regular performance/salary reviews- Healthcare benefits- PTO- Work/life balance- Casual company cultureSo, if you are a Data Warehouse Developer with ETL and SQL Server experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        ETL                                                                                                                                                                                                                                    Business Intelligence                                                                                                                                                                                                                                    SQL Server                                                                                                                                                
227,Data Science Engineer,"Boston, MA",[],"If you are a Data Science Engineer with experience, please read on!Based in downtown Boston, we provide Customer Data Management products to our clients. Our clients are fortune 500 companies who are looking to deliver messages, offers or loyalty tactics across any channel in order to create smarter interactions and drive incremental behaviors and profit. We work with very large clients who are looking to get personal with their customer-base.The ideal candidate will be highly experienced in Spark (Python and/or Scala), SQL and data engineering, and have work experience building, deploying and scheduling Spark and Python jobs and applications.What You Will Be Doing- Build, deploy and automate large-scale machine learning algorithms (classification, regression, recommender systems) using Apache Spark and/or other big data technologies.- Automate the production of necessary reports and analyses for customers.- Develop programs and processes to access and transform large volumes of data from internal and external systems in a manner suitable for analysis.- Research new data sources, analytical tools, and methodologies; contribute to new product development, operational delivery.- Perform complex data analysis in support of ad-hoc and standing requests and demand for insights.What You Need for this PositionA minimum of 3 years of experience and knowledge of:- High proficiency in Spark, Python and Scala.- Highly experienced in AWS (EMR and lambda), SQL ,Hive the Linux command line.- Strong oral and written presentation skills.- Knowledge of machine learning.- Preferred degree in computer science, machine learning, statistics, or similar quantitative field. Advanced degree (M.Sc/Ph.D.) is a plus.What's In It for You- Competitive comp based on experience level.- Healthcare HMO & PPO.- Stock options and 401k.- Flexible Spending and Transit Reimbursement Accounts.So, if you are a Data Scientist with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        SPARK                                                                                                                                                                                                                                    Python                                                                                                                                                                                                                                    Scala                                                                                                                                                                                                                                    Hive                                                                                                                                                                                                                                    SQL                                                                                                                                                                                                                                    Data Engineering                                                                                                                                                                                                                                    SciPy/NumPy/Matplotlib/Pandas/Sci-kit                                                                                                                                                                                                                                    Machine Learning                                                                                                                                                
228,Data Infrastructure Engineer,"Mountain View, CA",[],"If you are a Data Infrastructure Engineer with experience, please read on! Located in downtown Mountain View, we have created a Q&A platform that empowers people to share and grow the world’s knowledge. The vast majority of human knowledge is still not on the internet. Most of it is trapped in the form of experience in people’s heads, or buried in books and papers that only experts can access. Our mission is to share and grow the world's knowledge, and we're building a world-class team to help us achieve this mission.Our data infrastructure team is responsible for all things data — data warehouse, streaming infrastructure, experimentation framework, data visualization tools and so on. We leverage existing open source technologies like Kafka, Hadoop, Hive, Presto, Spark, Airflow and also build our own. As a member of our team you would spend time designing and scaling our existing infrastructure, working closely with other teams to identify and execute on new use cases of data infrastructure, and promoting the correct use of data at the company.What You Will Be Doing- Design, implement and maintain high performance and scalable data infrastructure- Improve the reliability and efficiency of our core systems- Own end to end applications of offline data like our A/B testing framework- Work cross-functionally with various engineering and data science teams to identify and execute on new opportunities in data-infrastructureWhat You Need for this PositionAt Least 3 Years of experience and knowledge of:- 2+ years of industry experience in Data Infrastructure or related field- Working knowledge of relational databases and query authoring (SQL)- Experience working with open source technologies like Kafka, Hadoop, Hive, Presto, and Spark- Knowledge of Java or Scala, or the ability to learn them quickly- BS, MS or PhD in Computer Science, Engineering or a related technical fieldSo, if you are a Data Infrastructure Engineer with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        Kafka                                                                                                                                                                                                                                    Hadoop                                                                                                                                                                                                                                    Hive                                                                                                                                                                                                                                    Presto                                                                                                                                                                                                                                    SPARK                                                                                                                                                                                                                                    Airflow                                                                                                                                                                                                                                    Java                                                                                                                                                                                                                                    Scala                                                                                                                                                
229,"Data Warehouse Developer (SSIS, ETL)","Santa Cruz, CA",[],"Job Title: Data Warehouse DeveloperJob Location: Santa Cruz, CASalary: $100k - $150k  (DOE)We are a well-known and well-established SaaS company catering to a $3 trillion dollar industry!  We've been in the game for the past 30 years, and now have an urgent need for a Data Warehouse Architect to join our team as we revamp our internal systems!   If you're an EDW Architect looking to work with some of the latest technologies, then please apply today!Top Reasons to Work with Us1.Industry Stability2.Talented technical team3.Upward career growthWhat You Will Be Doing•Responsible for the full cycle corporate enterprise data warehouse including maintenance and support of software applications and database systems•Architect and Design ODS, ETL applications, exception logs, reporting cubes and dimensional modeling•Lead software development projects, new feature implementations, architecture analysis, and testing •Determine sizing requirements and perform DBA tasks associated with the development of the Data Warehouse environment•Design data mart and create reporting templates and reporting architectureWhat You Need for this PositionBachelors degree and 5+ years of experience as a data engineer with knowledge of:• Enterprise Data Warehouse development & design• Proficient in SQL and building SSIS packages• Relational data models, ETL projects and launching new data initiatives• Building data platforms and new features implementation• High Volume ComputingBONUS:•Microsoft PDW (Parallel Data Warehouse) •WhereScape Red experience preferredWhat's In It for You- Competitive salaries: $100k - $145k (DOE)EXCELLENT benefits Including:- Company paid healthcare - Vacation/PTO- Medical- Dental- Vision- 401(k) and much more!So, if you're a Data Warehouse expert with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        enterprise data warehouse                                                                                                                                                                                                                                    Ssis                                                                                                                                                                                                                                    ETL                                                                                                                                                                                                                                    SQL                                                                                                                                                                                                                                    dimensional modeling                                                                                                                                                                                                                                    Star Schema                                                                                                                                                                                                                                    Data Warehouse design                                                                                                                                                                                                                                    Information Architecture                                                                                                                                                
230,"Sr. Data Engineer - Big Data, Hadoop, JVM","Oakland, CA",[],"If you are a Senior Data Engineer with experience that loves to work with big data, please read on!Based in the Bay Area, we are an expanding, innovative, creative company that specializes in the creating a software platform for creatives to express themselves via their mobile device.If you are interested in joining a passionate community that pushes the envelope in the photo industry that genuinely cares about providing a collaborative working environment for their employees, then apply today!Top Reasons to Work with Us- Ever challenging and growing work environment- Work with a rapidly expanding organization- Unlock your creative potential with space to create new ideasWhat You Will Be DoingA Sr. Data Engineer to evolve and scale data infrastructure systems and to oversee large sets of complex data to inform and make an impact on engineering and business decisions. Responsibilities include collaborating with development and other teams to build reliable, scalable, and maintainable applications across various systems, design  and maintain large-scale data infrastructures, implement systems and process efficiencies for tracking data quality and consistency, and work with streaming and batch processing systems to enable accurate and timely data-driven decision-making.What You Need for this PositionAt Least 3 Years of experience and knowledge of:- Large Scale Software Engineering- Big Data Systems (Hadoop MapReduce/Hive)- Deep understanding of JVMNice To Have:- Experience with Kafka, SPARK, Parquet, Presto, Redshift, and Airflow- Experience in distributed systems, database internals, and performance analysis- Worked with bleeding edge open source tech- Distributed systems, database internals, and performance analysis experience- Passion for photography and the arts!What's In It for You- Competitive Salary- Equity, health, vision and dental insurance for families, and a flexible vacation policy.- Free delicious breakfasts and lunches daily, amazing snack selections.So, if you are a Senior Data Engineer with experience, please apply today! Interviews are happening now!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        Software Engineering                                                                                                                                                                                                                                    Big Data Systems (Hadoop/Hive/Spark/)                                                                                                                                                                                                                                    JVM                                                                                                                                                                                                                                    Kafka                                                                                                                                                                                                                                    SPARK                                                                                                                                                                                                                                    Parquet                                                                                                                                                                                                                                    Presto                                                                                                                                                                                                                                    Redshift                                                                                                                                                                                                                                    and Airfl                                                                                                                                                
231,Lead Big Data Engineer (DoD security clearance required),"Reston, VA",[],"If you are a Lead Big Data Engineer with a DoD security clearance, please read on!We are a government contracting company based in Reston, VA, and we would like to think that we have one of the most talented teams around.We are currently looking to add a Big Data Engineer to our team, to work on government contracts which are lucrative and, of course, have full benefits.If you're looking for a great, stable opportunity in the Reston area, you've found it!Apply now!What You Need for this PositionAt Least 3 Years of experience and knowledge of:- Big Data- architecture- HadoopSo, if you are a Lead Big Data Engineer (DoD security clearance required) with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        Big Data                                                                                                                                                                                                                                    Architecture                                                                                                                                                                                                                                    Hadoop                                                                                                                                                
232,"Senior Big Data Engineer -- Java, Hadoop, Spark","San Mateo, CA","['150', '175']","If you are a Senior Software Engineer with experience developing web applications in Java with Big Data(Hadoop, Spark) experience, please read on!We are located in a brand new office space in beautiful downtown San Mateo.   We are an innovative early staged start-up that is disrupting the Big Data space and soon will be a name that will come as no surprise as to why we are leaders in the industry.Currently, we have an immediate need for top notch Engineer's who are looking to join a dynamic and innovative start-up that just closed a huge round of funding.  If you want to work with cutting edge technology and massive amounts of data, this is an opportunity you will seriously want to consider!If you have 3+ years of Java / Python experience, as well as experience dealing with data processing pipelines, please read on!Top Reasons to Work with Us1. Join a rapidly growing VC Backed start-up on the front line of dominating the big data industry2. Work with the latest and greatest cutting edge technology and frameworks with ownership on many projects3. Hiring great people who want to learn, grow and contribute is our top priority -- is that you?What You Need for this PositionRequired Skills:- 5+ years of backend development experience for web applications in Java- Experience developing data processing pipelines on Hadoop, Hive or Spark- Relational database knowledge- SQL processingBonus Points:- Scala- Familiarity with REST API's- Responsive UI Design experienceWhat's In It for YouFor your hard work, you will be rewarded with a very competitive base salary, equally competitive equity, medical, dental, vision, life/Disability benefits, flexible PTO and many other cool perks!So, if you are a Senior Software Engineer with Java and/or Python and Big Data Processing experience, we want to hear from you!  Simply apply directly, or send your updated resume(Word format please) to me at ben.stehle@cybercoders.com TODAY!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        Java                                                                                                                                                                                                                                    Python                                                                                                                                                                                                                                    SQL Relational Database                                                                                                                                                                                                                                    Hadoop / Pig / Hive / HBase                                                                                                                                                                                                                                    Scala                                                                                                                                                
233,Senior Machine Learning Engineer,"San Francisco, CA","['175', '250']","We harness the power of machine learning and predictive analytics to discover the fastest-growing companies in the consumer & retail sector.  We want to bring the data-driven revolution that has occurred in the public markets to the private markets, starting with consumer & retail.Top Reasons to Work with UsOur mission is to help entrepreneurs thrive by giving them the resources and capital they need.  We have been named one of the Top 5 Most Disruptive Companies in Finance by CNBC, one of the 50 Best Fintech Innovators by KPMG, and one of America's Most Promising Companies by Forbes.  We are backed by top-tier investors including Google Ventures, Union Square Ventures (backers of Etsy/Kickstarter), and the ex CEOs/Presidents of Goldman Sachs, Morgan Stanley, Thomson Reuters, the Stanford Endowment and Capital One.What You Will Be DoingWith a background in both software development and machine learning, you will collaborate with software engineers, data scientists, PMs, and domain experts in consumer investing to develop & ship predictive data products in support of our mission - helping entrepreneurs thrive by connecting them with the capital & resources they need.You are a passionate software engineer who is comfortable working across the full stack & lifecycle of predictive data products - prototyping, feature engineering, validation, and productionalization. You are comfortable working with data at scale with tools such as Spark, Dask, or Hadoop.•Collect and refine structured and unstructured data on private companies•Build out our entity resolution platform that can identify references to companies, brands, and products in highly unstructured digital documents and link them back to real-world entities•Build scalable production systems for data collection, data transformation, feature extraction, model training, and scoring, using distributed software tools•Build end to end algorithms for objectively measuring the quality of private consumer companies•Contribute to all phases of algorithm development including ideation, prototyping, design and productionWhat You Need for this Position•BS/MS in Computer Science, Natural Language processing,  Math, Statistics or related technical field•8+ years of track record in building and delivering production quality software systems•2+ years of experience in machine learning, NLP and/or information retrieval, and broad knowledge of machine learning APIs, tools, and open source libraries•Excellent coding skills and strong fundamentals in algorithms, data structures, predictive modeling and big data concepts•Experience in distributed data processing frameworks such as Dask, Spark or Hadoop•Experience with Entity Resolution or Knowledge Graph problem spaces a huge plusSo, if you are a Senior Machine Learning Engineer with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        Machine Learning                                                                                                                                                                                                                                    Natural Language Processing                                                                                                                                                                                                                                    Spark/Hadoop                                                                                                                                                                                                                                    Data Science                                                                                                                                                                                                                                    Data Engineer                                                                                                                                                
234,Data Engineering Manager,"San Francisco, CA",[],"If you are a Data Engineering Manager with Python and SQL experience, apply today for an immediate interview!What You Will Be Doing- Foster, cultivate and mentor team of 4-6- Collaborate with product managers to develop and maintain data aggregation, analysis and reporting jobs- Collaborate with Business Intelligence team to develop dashboards and assist data analysts- Oversee data pipeline tools and infrastructure design- Participate in the development of ETL jobs and pipeline tools, and pulling data for ad hoc reportsWhat You Need for this PositionMust Have Experience:- 5+ years working on Data Engineering teams (still hands-on)- 2+ years Managing / hiring Data Engineers- SQL and PythonNice to have: - Hive, Hadoop, HBase, Storm, Kafka, Mesos, Pentaho Data Integration- Jira and Confluence- E-Commerce- Google Cloud or AWS- Machine LearningWhat's In It for YouFor your hard work we are offering a salary between $140 - $180K/yr based on experience, company catered lunches every Friday, fully stocked kitchen, fully paid medical insurance for yourself, stock options, unlimited PTO and much much more!So, if you are a Data Engineering Manager with Python and SQL experience,  apply today for an immediate interview!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        Data Engineer                                                                                                                                                                                                                                    Python                                                                                                                                                                                                                                    SQL                                                                                                                                                                                                                                    Managing Engineering Teams                                                                                                                                                                                                                                    Data Integration                                                                                                                                                                                                                                    JIRA / confluence                                                                                                                                                                                                                                    E-Commerce                                                                                                                                                                                                                                    Google Cloud or AWS                                                                                                                                                                                                                                    Machine Learning                                                                                                                                                
235,Solutions Sales Engineer,"Redwood City, CA",[],"If you are a Solutions Sales Engineer with experience in IoT, please read on!Job Title: Solutions Sales Engineer/ Sales Engineer Location:  Redwood City, CAThe company:  We use our services to digitally transform businesses in the areas of Predictive Maintenance, Product/Content Recommendations, and Fraud Predictions. Our platform is revolutionizing the way Enterprises use Data Analytics by providing a fast scalable automated platform . We look for the best and brightest and you could be the next Solutions Sales Engineer we add to our team!!What You Will Be Doing-Partner with sales and partnerships to gain deep understanding of the customer’s needs as determined by industry knowledge, discovery and assessment to establish our products, services and solutions as the best answer to address those needs-Apply expert knowledge of predictive maintenance and machine learning to evangelize and deliver in-depth technical and value oriented product solution demonstrations to customers and prospects at all levels within an organization-Earn the technical respect of both the business and technical customers/prospects as demonstrated by the ability to eliminate technical objections and build rapport among data scientists and engineering teams-Deliver domain centric demos, proof of concepts, and pilots that demonstrate the value of our solutions across a diverse audience-Ability to understand the customer requirements and their data and map that to our solution.-Prioritize the needs of multiple account executives and sales cycles to deliver timely and effective results to customers and prospects-Develop & propagate competitive positioning and strongly differentiated solutionss-Constantly looking for upsell and expansion opportunities within customer accounts-Based in Redwood City, CA, or w/ home office flexibility in other locations across the country-Travel is second nature and is required at least 33% of the time outside of the local area, overnight and some international travel (to support marketing events or customer deliveries) as neededWhat You Need for this PositionRequirements: Bachelors in Computer Science Management information systems, Mechanical Engineering, signal processing, or Equivalent5+yrs. of directly related experience in a technology company and demonstrable success working in a customer-facing role selling to manufacturers-Have successfully led evaluations of predictive maintenance, asset performance, or other analytic solutions to large manufacturers-Have a general understanding of ML approaches and have worked closely with data science teams to deliver predictive analytics solutions to customers.-Thrive in a diversity of hands-on customer and prospect interactions whether they be in-person and on-site visits, webinars, speaking at conferences, calls and white board sessions that demonstrate your ability to understand and translate customer/prospect needs to solutionsHave familiarity with the following or expertise in the following subject area:  *Algorithms, data structures and database systems  *Python, R, Scala or SAS  *Hadoop based platforms such as Hortonworks and Cloudera in cloud environments such as AWS,Azure and Google Cloud  *Data Engineering; i.e. developing for Hadoop ecosystem using Spark  * Industrial IoT, Big Data, Predictive Maintenance, Machine Learning and Data Science Technologies  * Domain experience and expertise in one or multiple of the following fields and industries: Manufacturing, Automotive, Oil & Gas, Power / Energy / Utilities, Travel / Transportation domain a functional understanding of maintenance / asset performanceWhat's In It for You- Competitive Salary- Great Work Environment- Immediate Hire-Be a part of an award-winning cognitive data science platform to build revolutionary data products for Predictions and Recommendations!If you are an experienced Solutions Sales Engineer, please apply today! or simply send your resume to: amanda.wilson@CyberCoders.com
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        Sales Engineering                                                                                                                                                                                                                                    IOT                                                                                                                                                                                                                                    Data Engineer- Hadoop/spark/kafka                                                                                                                                                                                                                                    Cloud- Aws/azure                                                                                                                                                                                                                                    Python/R/Scala/SAS                                                                                                                                                
236,Senior Software (Big Data/AWS) Engineer,"Saint Louis, MO",[],"If you are a senior software engineer with AWS experience, please read on!Based in St. Louis, we are a technology startup that just received 40 million in funding. We are in the agricultural solutions space focusing on unlocking the global genetic potential of plants to enhance the sustainability of food, feed, fiber and fuel production.  We and our partners harness natural and novel genetic variation through breeding, trait development, and genome editing to develop products that accelerate crop improvement.Top Reasons to Work with Us- Competitive salary + Bonus + Equity - Dynamic and exciting work environment- Full Benefits (health, dental, vision, etc.)- 401k match- Casual work environment- Partial time at work to continue your own creative ventures- Working with some of the brightest minds in the worldWhat You Will Be Doing- Work with users to understand end-user requirements, formulate use cases, and then translate them into pragmatic and effective technical designs- Enable creative scalable engineering solutions for data gathering and integration for structured and unstructured data sets- Engineer cloud deployed software solutions to enable data and analytics pipelines and end user workflows in our platform- Relentlessly improve and maintain code quality through writing unit tests, automation and code reviews- Contribute ideas to help improve our technology, coding standards and productsWhat You Need for this Position7-10+ years Software experience with the following;- Python (or java)*- AWS*- Processing large amounts of structured and unstructured data- Data mining, machine learning, natural language processing, or information retrieval- Database platforms - Graph, SQL, NoSQL- C#, JavaScript, Angular- BS or MS in CS or relatedSo, if you are a senior software engineer with AWS experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        Python                                                                                                                                                                                                                                    Big Data                                                                                                                                                                                                                                    AWS                                                                                                                                                                                                                                    C#/.NET                                                                                                                                                                                                                                    JavaScript                                                                                                                                                                                                                                    Graph Databases                                                                                                                                                                                                                                    SQL/NoSQL                                                                                                                                                
