Search,Title,Description,Skills,Location,Cities,States,Latitude,Longitude,Min_Salary,Max_Salary,Mean_Salary,URL
Data Scientist,Data Scientist,"Data Scientist - SouthbayWe are creating a b2b platform product that will revolutionize the way that businesses fuction.  Our platform is built for clients who process large amount of data and who, as a result, need a huge amount of memory.  This Data Scientist should be extremely passionate about data science, willing to mentor a small but growing team while building their own career towards leadership and remaining involved in a hands-on capacity.What You Need for this Position6+ years of experience requested.- Data Science- Machine Learning- Python- scalability of code & product & modeling- closed-looped analyticsIf you are a Data Scientist and local to the Southbay Area, please apply today!                                    ","Data Science, Machine Learning, Python, scalability of code & product & modeling, closed-looped analytics, AI product expertise","Campbell, CA",Campbell,CA,37.2871651,-121.9499568,Unknown,Unknown,Unknown,https://www.cybercoders.com/data-scientist-job-420982
Data Scientist,Data Scientist,"If you are a Data Scientist with experience, please read on! The set of problems that we tackle is incredibly diverse and complex. They cut across optimization, prediction, modeling, inference, and behavioral science. We research and develop the algorithms and models that make our solution intelligent, as well as implementing, scaling, and maintaining the code that powers our production systems.The ideal candidate is a critical thinker with experience and background in commercial life science domain, passionate about solving mathematical and behavioral problems with data, and is excited about working in a fast-paced, innovative and collaborative environment.e.What You Will Be DoingWork with Data Scientists, Product Managers, Customer Success and Services teams to frame a problem, both mathematically and within the business contextWrite production-level code; collaborate with Engineering team to implement algorithms in production and productize common solutionsPerform exploratory data analysis to gain a deeper understanding of the problemConstruct and fit statistical, machine learning and optimization modelsUtilize commonly used computing and database environments to get the data that you need and implement a working prototype of the formulated model.Learn and apply new methodologies in the intersection of applied math / probability / statistics / machine learning / computer science.Make intelligent approximations to the model if required to make it scalable.Analyze experimental and observational data; communicate findings; facilitate launch decisionsIdentify data sources that could be used to test assumptionsWhat You Need for this PositionMS/PhD in Computer Science, Statistics, Applied Math, or related areas. Exceptionally strong candidates with a BS and relevant work experience welcome.Proven track record of developing algorithms for production ready recommendation or prediction systems using languages and big data platforms such as Scala, Python, R, Java, Spark, Cassandra, and HadoopExperience working in an agile software development environmentPassion for solving unstructured and non-standard mathematical and behavioral problemsEnd-to-end experience with data, including querying, aggregation, analysis, and visualizationExperience implementing machine learning algorithmsExperience with analytics for commercial life science and pharma-specific analyses a big plusExcellent communication and presentation skills, being able to explain complex problems and the solutions applied, feeling comfortable in being part of the sales process, supporting the sales team, engaging with customers and presenting technical solutions to a nontechnical audienceExperience in data science and data analytics for life science industry especially in GTM strategy and execution a big plusHigh-energy self-starter with a passion for your work, attention to detail, and a positive attitudeGreat team player, willingness to collaborate and communicate with others to solve a problem.So, if you are a Data Scientist with experience, please apply today!                                    ","Machine Learning, Hadoop, Data Mining, R, Python","San Francisco, CA",San Francisco,CA,37.7749295,-122.4194155,120000,175000,147500.0,https://www.cybercoders.com/data-scientist-job-421067
Data Scientist,Data Scientist,"If you are a Data Scientist with 3+ years experience, please read on!What You Will Be DoingOur ideal candidate will have expertise working with large data sets to explore, interpret, and quantify relationships between economic indicators, media strategies, and business outcomes. We're also looking for those who have solid mathematics, statistical packages, libraries and basic data base schemes.What You Need for this PositionMore Than 3 Years of experience and knowledge of:- Machine Learning- Data Analysis- Applied Statistics- Statistical/Quantitative Analysis- Econometric Modeling- Statistical Modeling- Machine Learning Algorithms- Applied Mathematics- Java/C#/ R or Python- Data Visualization Tools like TableauM.S. or Ph.D in Machine Learning, Applied Mathematics or Applied StatisticsSo, if you are a Data Scientist with experience, please apply today!                                    ","econometric modeling, Statistical Modeling, Quantitative research methods, R, Python, SPARK, SQL, Machine Learning Algorithms, Machine Learning, Data Mining","Pineville, NC",Pineville,NC,35.0832014,-80.89229569999999,Unknown,Unknown,Unknown,https://www.cybercoders.com/data-scientist-job-422846
Data Scientist,Data Scientist,"If you are a Data Scientist with a track record of analytical, data driven work, please read on!Top Reasons to Work with Us- Our employees are our greatest strength.  We are dedicated to our peoples’ success and growth within the company- We help people!  Our services allows people to navigate through issues and come out better on the other side- Our work culture is based on a Team mentality which recognizes and rewards our peopleWhat You Will Be Doing- Develop and implement advanced statistical models.- Perform analysis of structured and unstructured data to solve complex business problems. - Build marketing segments, evaluate scenarios, predict future outcomes, and optimize performance. - Lead complex research and analytics projects across teams.- Research, test, and validate new modeling techniques as appropriate for specific solutions.- Present and depict recommendations so that stakeholders can make data-informed decisions.What You Need for this Position- Track record of success in data mining and building and implementing complex models- History of working with large internal and external data sets - Expertise in R/Python and SQL or similar industry standard tools use for large-scale data analysis and modeling.- Knowledge of linking multiple data platforms with data visualization tools is a PLUS- Experience in data mining and statistical modeling techniques (regression, decision tree, time series, etc. Knowledge of optimization theory and statistical model application are also preferred.- Ability to clearly communicate complex, technical data to various team leadersWe are interviewing so APPLY TODAY!                                    ","Data Mining, SAS, Tableau, R, Python, SQL, Data Visualization","New York City, NY",New York City,NY,40.7127753,-74.0059728,100000,130000,115000.0,https://www.cybercoders.com/data-scientist-job-424349
Data Scientist,Data Scientist,"We are a rapidly growing, privately held company positioned at the forefront of the movement to bring much-needed technologies to today’s oilfields. Our core mission is to add visibility to every well in every field, regardless of its location or current communications system.Top Reasons to Work with UsWe are honored to be voted one of the best places to work in Calgary!We are doing MAJOR things in the IoT space!We are well funded and have an amazing growing customer baseWhat You Will Be DoingAs a Data Scientist you will report to the Chief Technology Officer with the objective of leveraging/applying innovative machine learning and data mining technologies for solving a diverse set of problems related to the oil and gas industry.  You’re looking for a cultural ‘fit’ rather than just a jobPassion, an outgoing personality and self-motivation define youYou like to be part of a team, but also work well independently without supervisionCustomer satisfaction is important to you, but you remain true to your valuesYou love collaborating with others, reading and learning like you’ve never left schoolYou are curious, creative, biased toward action and love solving problemsIt is in your nature to do less, but do it well, and always deliver what you promiseYou don’t assume that you are the best and have humility to learn from othersYou see the world as a set of mathematical equationsUse your background and experience in machine learning and information retrievalUtilize dataset experience in document, graph, log data and semi-structured dataRoutinely apply your strength in Statistical Modeling, Data Mining, Pattern Recognition andInformation RetrievalEmploy your knowledge of distributed computing solutions and leverage them towards gainingfaster insights from dataExplore and examine data from multiple disparate sources with the goal of discovering previouslyhidden insights Work regularly in the CloudWhat You Need for this PositionGraduate degree in Engineering, Science or related field at an accredited college or university3+ years work experience designing and developing data science solutions (school projects not included)Excellent understanding of machine learning techniques and algorithms, such as k-NN, NaiveBayes, SVM, Decision Forests, etc.Data mining experience including data auditing, aggregation, validation and reconciliationExtensive experience working with Hadoop, Apache Spark, AWS EMRExperience with common data science toolkits, such as R, Weka, NumPy, MatLab, etcWhat's In It for YouSensational work/life balanceTop notch compensation and benefitsOur employees are our family and we will always treat each other as suchSo, if you are a Data Scientist with experience, please apply today!                                    ","Data Science Experience, numpy, Machine Learning","Calgary, AB",Calgary,AB,51.0486151,-114.0708459,Unknown,Unknown,Unknown,https://www.cybercoders.com/data-scientist-job-425176
Data Scientist,Data Scientist,"If you are a Data Scientist with experience, please read on!What You Will Be DoingOur ideal candidate will have expertise working with large data sets to explore, interpret, and quantify relationships between economic indicators, media strategies, and business outcomes. We're also looking for those who have solid mathematics, statistical packages, libraries and basic data base schemes.What You Need for this PositionMore Than 7+ Years of experience and knowledge of:- Machine Learning- Python- R- SQL- Data Mining- Hadoop- Statistical modellingMajored in Statistics, Engineering, Math, Economics, Computer Science or other technical fieldsSo, if you are a Data Scientist with experience, please apply today!                                    ","Machine Learning, Python, R, SQL, Data Mining, Hadoop, Statistical Analysis","Costa Mesa, CA",Costa Mesa,CA,33.6412156,-117.9188221,Unknown,Unknown,Unknown,https://www.cybercoders.com/data-scientist-job-426052
Data Scientist,Data Scientist,"If you are a Data Scientist with a track record of analytical, data driven work, please read on!Top Reasons to Work with Us- Our employees are our greatest strength.  We are dedicated to our peoples’ success and growth within the company- We help people!  Our services allows people to navigate through issues and come out better on the other side- Our work culture is based on a Team mentality which recognizes and rewards our peopleWhat You Will Be Doing- Develop and implement advanced statistical models.- Perform analysis of structured and unstructured data to solve complex business problems. - Build marketing segments, evaluate scenarios, predict future outcomes, and optimize performance. - Lead complex research and analytics projects across teams.- Research, test, and validate new modeling techniques as appropriate for specific solutions.- Present and depict recommendations so that stakeholders can make data-informed decisions.What You Need for this Position- Track record of success in data mining and building and implementing complex models- SAS & Tableau are required!- History of working with large internal and external data sets - Expertise in R/Python and SQL or similar industry standard tools use for large-scale data analysis and modeling.- Knowledge of linking multiple data platforms with data visualization tools is a PLUS- Experience in data mining and statistical modeling techniques (regression, decision tree, time series, etc. Knowledge of optimization theory and statistical model application are also preferred.- Ability to clearly communicate complex, technical data to various team leadersWe are interviewing so APPLY TODAY!                                    ","Data Mining, SAS, Tableau, R, Python, SQL, Data Visualization","New York City, NY",New York City,NY,40.7127753,-74.0059728,100000,140000,120000.0,https://www.cybercoders.com/data-scientist-job-427410
Data Scientist,Data Scientist,"Based about 15 minutes outside of Boston(Newton close to public transportation) we are a rapidly growing, well-financed, dynamic start-up that has been around for a few years.If you are a Data Scientist with 3 + years of experience, please read on!Top Reasons to Work with Us1. Get in early with a growth mode start-up in the AI space2. Our product helps and saves millions of company's hours per year in finding key contract data for audits and other diligence3. Competitive Base + Bonus + The chance to work closely with the CTO to shape the technical direction of our company moving forwardWhat You Will Be DoingDevelop NLP systems that help our customers understand their contractsWork with a wide range of structured and unstructured data sets and sourcesDesign and build customized, large scale cloud-based machine learning systemsWhat You Need for this PositionStrong software development skills and backgroundBackground and experience in NLPStrong programming background in Python or similar scripting / programming languageObject-oriented programmingIn-depth knowledge of testing frameworksSo, if you are a Data Scientist with experience, please apply today!                                    ","Machine Learning, Python, NLP Frameworks","Newton, MA",Newton,MA,42.3370413,-71.20922139999999,Unknown,Unknown,Unknown,https://www.cybercoders.com/data-scientist-job-427585
Data Scientist,Data Scientist,"Based in San Jose, CA and with teams internationally as well, we are a venture funded startup which recently closed Series A funding and we are in growth mode!  This is an exciting opportunity to work for a company building an industry changing product which leverages artificial intelligence and machine learning.Top Reasons to Work with Us- Well funded startup which recently closed Series A- Exciting product which is the world's largest of its kind- Opportunity to join something exciting at an early stage!  - Highly competitive salary plus benefits.- Work with bright minds coming out of top tech companiesWhat You Will Be DoingYou will be responsible for researching and building machine learning and NLP applications.  Your work will directly impact our business and will include researching and developing models, algorithms, and applications; analyzing raw source data and derived data; presenting findings; and building tools.•Develop an understanding of our product and proprietary datasets•Use your machine learning expertise to research and recommend the best approaches to solving our technology and business problems•Design, implement, and validate your solutions using Scala or Python on a large state-of-the-art cluster•Work with our Engineering teams to integrate your solutionsWhat You Need for this Position- PhD or Masters- Experience with large datasets- Machine Learning- NLP or Recommender Systems- Python or Scala-Hadoop or SparkWhat's In It for You-End-to-end ownership of your projects-Fun work environment in the heart of Silicon Valley-Beer & high-end espresso in the office-Super cool fitness center-Competitive salary, health benefits, early stage Stock Options-A great team who will fight beside you in the trenches to accomplish your goalsSo, if you are a Data Scientist with ML, NLP and Python or Scala please apply now or send me your resume to Rachel.Hilton@CyberCoders.com!                                    ","Data Science, Machine Learning, Natural Language Processing, Python, Text Analysis, Recommendation Systems, Hadoop, SPARK, Distributed Computing, Information Retrieval","San Jose, CA",San Jose,CA,37.3382082,-121.8863286,120000,160000,140000.0,https://www.cybercoders.com/data-scientist-job-428379
Data Scientist,Data Scientist,"If you are a Data Scientist with experience, please read on!Top Reasons to Work with Us- HUGE Room for Growth- Great Work/Life Balance/Autonomy- Competitive PayWhat You Will Be DoingDevelop custom data models and algorithms to apply to data sets.Evaluate effectiveness and profitability of programs and promotionsMay examine statistical data to forecast future trends and project market potential.Mine and analyze data from internal databases and external sources to drive optimization and improvement of product development, marketing techniques and business strategies.Use company A/B testing framework to test model qualityUse predictive modelingWhat You Need for this PositionAt Least 1 Year of experience and knowledge of:- Machine Learning- Python- R- Data Mining- Data AnalyticsNice to have:RapidMinerData visualization softwareTableauAzure Machine Learning studioAmazon EC2Google CloudWhat's In It for YouFor your hard work, you will be rewarded with a strong compensation package that includes a competitive base salary (D.O.E), excellent medical, dental and health benefits and other cool perksSo, if you are a Data Scientist with experience, please apply today!                                    ","Machine Learning, Python, R, Data Mining, Data Analytics","Grinnell, IA",Grinnell,IA,41.74340919999999,-92.7232456,70000,90000,80000.0,https://www.cybercoders.com/data-scientist-job-428861
Data Scientist,Lead Data Scientist,"Are you a Lead Data Scientist who has machine learning and can code in either Python or Scala?  If so, read on...We are the adtech arm of a large media conglomerate.  Due to recent growth, we are looking to add a data science team to our already established top notch technology team!  You will get to work with some of LA's brightest minds, have a strong work/life balance and enjoy coming to work every day!Top Reasons to Work with Us1. Be a founding member of a new data science division!2. Strong culture - we work hard but lived balanced lives.3. Work for empathetic, employee focused managers.What You Will Be Doing- Traffic Predictor- Risk Assessment tool to determine the likelihood an ad campaign would be able to deliverWhat You Need for this Position- Lead or Senior Experience- Machine Learning Experience- Python or Scala Experience- 50% mathematician, 50% software engineer- Innovative and analytical: can pull insights from data- BS or the equivalent in Computer Science or an applied quantitative field and likely added an MS or PhD in the same fieldSo, if you are a Lead Data Scientist with machine learning & coding experience, please apply today!                                    ","Machine Learning, Python, Applied Mathematics","Los Angeles, CA",Los Angeles,CA,34.0522342,-118.2436849,150000,200000,175000.0,https://www.cybercoders.com/lead-data-scientist-job-224027
